57,24,36,131,34,51,42,35,3
66,22,37,139,32,50,45,40,3
69,25,37,140,34,50,50,40,3
59,24,36,156,34,50,49,36,3
58,24,35,155,32,53,49,36,3
52,24,29,152,30,49,53,31,3
51,24,32,161,31,47,60,31,3
43,22,31,164,31,51,56,31,3
50,28,66,190,48,57,60,33,3
54,29,68,182,72,54,60,32,3
59,28,69,179,75,53,63,36,3
62,31,70,164,76,56,55,37,3
63,30,69,154,77,54,52,38,3
63,25,40,112,68,48,59,40,3
61,27,38,128,45,51,66,40,3
56,25,35,139,38,53,62,37,3
57,24,32,168,37,51,62,34,3
68,26,38,200,34,52,68,37,3
63,25,34,202,34,49,60,32,3
66,23,33,199,32,47,53,33,3
71,26,32,183,33,48,49,35,3
62,24,33,189,34,46,47,34,3
57,23,29,156,38,45,47,33,3
61,22,31,171,38,44,46,36,3
56,24,34,174,37,43,42,35,3
49,24,37,185,38,41,43,33,3
47,25,38,171,41,40,46,33,3
61,25,36,171,39,43,41,39,3
57,26,36,146,39,42,40,37,3
57,26,35,150,40,38,42,37,3
57,24,34,169,40,45,55,36,3
61,25,34,170,40,50,55,37,3
50,24,33,179,40,51,60,30,3
53,23,35,189,44,54,62,30,3
53,25,35,183,60,60,62,33,3
55,24,34,161,72,57,53,34,3
54,21,31,138,69,54,49,33,3
41,24,34,145,70,57,46,30,3
53,24,35,139,79,67,49,36,3
54,22,38,130,80,105,58,35,3
51,22,37,136,88,141,63,32,3
52,25,42,173,94,153,73,35,3
54,25,40,156,100,163,76,35,3
48,27,39,182,97,161,76,34,3
44,27,40,207,95,166,75,35,3
48,29,44,205,91,136,73,36,3
44,29,49,229,104,128,71,33,3
45,29,54,233,100,115,65,34,3
48,28,53,219,98,118,65,29,3
48,27,49,198,97,74,63,27,3
50,27,48,204,92,73,65,30,3
50,27,40,208,85,65,57,30,3
62,28,48,217,94,62,57,37,3
53,31,67,223,100,50,60,40,3
54,36,79,231,99,52,59,41,3
54,36,81,227,97,52,56,41,3
60,35,82,171,85,52,63,46,3
44,34,75,168,102,52,61,45,3
52,34,65,159,115,78,75,46,3
58,36,81,148,184,161,94,52,3
68,39,114,229,199,195,122,55,3
69,43,132,251,206,197,122,55,3
71,44,136,255,197,197,128,53,3
71,49,152,285,188,190,121,78,3
76,46,140,287,122,142,150,143,3
73,48,120,244,99,115,140,146,3
69,54,136,225,88,114,145,148,3
68,67,184,233,87,153,155,148,3
76,65,172,196,84,155,155,139,3
68,67,183,220,106,153,113,73,3
60,65,192,212,104,137,130,68,3
61,59,169,218,125,152,127,64,3
66,44,117,208,140,125,115,66,3
51,43,141,210,144,128,117,60,3
49,40,130,195,131,116,120,52,3
53,38,117,182,138,124,92,53,3
51,34,115,188,126,122,91,47,3
56,35,112,194,138,126,85,52,3
59,31,75,215,154,123,90,52,3
61,31,63,200,157,128,87,54,3
58,31,57,202,181,138,92,53,3
60,33,65,215,178,130,92,55,3
55,34,71,225,163,113,94,46,3
59,34,69,195,159,138,89,46,3
63,31,71,211,161,142,87,45,3
68,32,78,218,137,132,72,43,3
65,36,75,202,139,131,74,41,3
60,34,77,199,138,152,70,38,3
52,36,82,215,141,128,69,35,3
49,39,93,206,140,133,69,35,3
60,40,97,265,143,136,73,35,3
60,36,94,266,165,142,70,35,3
59,39,95,256,166,124,70,35,3
60,40,97,265,156,126,65,34,3
56,39,94,268,148,107,70,32,3
60,51,101,216,171,95,73,37,3
63,55,101,223,158,124,122,36,3
69,57,116,236,181,129,125,39,3
69,58,118,233,179,135,137,39,3
71,57,112,225,185,143,134,39,3
55,45,100,220,160,146,131,31,3
63,45,112,232,150,115,85,36,3
58,40,97,230,115,109,95,35,3
58,38,99,209,134,118,86,34,3
70,41,99,214,136,115,84,42,3
67,39,101,234,152,114,85,42,3
61,39,98,222,153,116,93,40,3
59,38,102,217,169,111,75,38,3
58,37,93,235,178,96,64,37,3
45,34,94,238,210,99,71,31,3
43,36,90,210,223,95,71,30,3
44,31,80,217,226,89,60,28,3
43,31,79,241,226,89,66,30,3
42,34,80,247,247,82,67,33,3
38,38,84,242,228,75,62,31,3
43,37,83,238,201,81,69,34,3
39,36,81,211,219,82,76,35,3
39,35,66,196,207,95,77,34,3
51,36,69,207,160,90,80,37,3
56,32,62,202,169,90,80,38,3
52,30,62,210,183,85,73,35,3
52,34,63,222,154,75,61,35,3
53,36,61,256,159,57,62,36,3
50,33,56,320,166,73,60,31,3
43,35,75,355,144,70,58,28,3
43,36,81,399,128,74,65,29,3
47,34,78,403,131,75,71,32,3
47,32,76,384,142,79,70,32,3
42,31,75,333,132,68,68,34,3
44,31,70,352,139,62,68,35,3
45,30,71,323,134,61,59,34,3
43,32,73,314,154,65,57,31,3
41,34,79,290,144,61,57,31,3
34,33,82,269,140,56,53,25,3
33,30,67,186,138,57,52,26,3
33,30,57,192,165,52,60,30,3
37,29,67,190,159,46,73,36,3
35,29,78,201,150,50,67,36,3
44,32,79,208,170,63,72,40,3
43,34,87,306,175,70,75,39,3
43,32,88,271,159,69,71,38,3
39,34,95,295,193,74,64,32,3
39,37,90,323,204,75,63,31,3
36,35,96,329,188,67,56,30,3
37,36,94,265,191,61,51,35,3
36,37,104,278,201,66,64,33,3
37,33,93,276,163,64,68,33,3
45,34,97,283,153,65,72,37,3
42,36,92,299,161,62,76,37,3
46,40,91,347,154,63,82,35,3
45,39,81,354,135,70,73,36,3
51,42,85,394,132,68,65,40,3
46,40,92,381,143,84,78,39,3
44,42,94,375,128,88,81,37,3
41,37,94,319,117,95,78,34,3
42,40,91,318,107,101,88,33,3
36,37,95,345,109,101,87,31,3
44,36,75,340,106,94,86,31,3
44,32,73,329,115,93,81,32,3
45,34,80,341,134,102,90,34,3
55,33,83,345,160,97,86,45,3
55,33,72,247,177,97,88,45,3
49,34,78,218,173,88,82,44,3
54,34,75,240,166,86,88,51,3
52,32,65,222,157,68,81,50,3
43,31,63,195,143,58,75,42,3
41,33,60,216,131,66,72,43,3
41,34,56,276,123,63,75,43,3
37,33,52,275,130,63,83,36,3
40,35,63,328,170,87,85,37,3
38,39,70,397,177,87,87,34,3
37,37,73,388,183,88,89,30,3
37,36,72,362,222,93,85,30,3
38,36,80,352,222,104,87,29,3
52,36,75,327,188,85,88,35,3
51,35,67,260,192,89,114,45,3
52,34,65,256,181,83,111,45,3
58,45,78,305,168,81,121,49,3
59,48,70,304,168,66,112,50,3
45,46,68,281,178,67,110,45,3
48,45,72,362,174,64,85,38,3
48,45,70,371,180,82,87,40,3
57,35,54,340,148,87,76,48,3
56,30,55,381,143,106,111,49,3
57,35,66,428,137,111,110,49,3
67,39,81,352,135,113,108,54,3
72,40,84,348,125,104,117,55,3
61,39,81,362,125,108,132,55,3
62,42,82,323,131,97,122,58,3
62,40,76,365,129,92,140,59,3
53,38,55,362,126,94,139,57,3
48,37,56,407,143,94,131,58,3
47,41,68,399,138,83,110,48,3
50,46,78,430,164,86,109,46,3
49,51,78,339,169,102,85,45,3
44,52,100,369,189,107,84,40,3
40,51,104,350,181,106,84,37,3
40,50,99,329,194,111,97,40,3
40,46,99,286,189,119,83,43,3
41,39,98,296,199,111,84,45,3
42,39,78,274,182,106,88,47,3
42,38,71,244,219,128,107,47,3
42,37,75,340,220,128,133,49,3
34,38,65,336,207,123,132,44,3
