((-114, -277, 221), (2039, 475, 401), 1.2267031461450995, 1.331132281033605, -1.5597031201549152, (3388, 11093, -663, 11551))
((-72, -243, 188), (2041, 481, 418), 1.2287293684740264, 1.3358219478930458, -1.5559834201787364, (3378, 11102, -701, 11544))
((-71, -145, 137), (2085, 523, 492), 1.2201049288556816, 1.337668497830468, -1.5622338556142241, (3377, 11093, -726, 11551))
((-20, 91, 118), (2049, 508, 492), 1.1941049901898009, 1.3375793418171886, -1.588005885098673, (3375, 11058, -734, 11585))
((19, 193, 76), (1971, 557, 416), 1.16701440705331, 1.3350861428035359, -1.6155673399049384, (3376, 11018, -724, 11623))
((27, 342, 38), (1996, 559, 436), 1.1296599844852977, 1.330357022435377, -1.654029089941421, (3382, 10959, -703, 11678))
((16, 458, 33), (1952, 562, 401), 1.0878304393545033, 1.3245400095251207, -1.6977391754364202, (3391, 10889, -678, 11743))
((-19, 491, 34), (1914, 596, 370), 1.0478121266899523, 1.317299517648339, -1.7379895795656917, (3404, 10817, -653, 11806))
((-75, 432, 22), (1876, 585, 249), 1.0186057286176533, 1.3115580884393911, -1.7671751204751915, (3423, 10760, -638, 11854))
((-217, 307, 1), (1870, 599, 133), 1.0020260237023055, 1.3068600383517277, -1.7794390440789123, (3458, 10723, -643, 11876))
((-446, 172, -68), (1907, 629, 13), 0.9992804212106546, 1.3035686158105526, -1.7737348748139405, (3527, 10706, -673, 11870))
((-815, 67, -138), (1928, 599, -44), 0.9991624245077204, 1.300967020840422, -1.756666389724814, (3643, 10692, -751, 11843))
((-1115, -2, -205), (1947, 514, -5), 0.996018963465808, 1.2987205943711175, -1.7358169643476722, (3796, 10671, -869, 11806))
((-1167, -41, -252), (1954, 391, 63), 0.9909834461898859, 1.2967143056335375, -1.7150684188618166, (3955, 10646, -998, 11766))
((-986, -57, -272), (1920, 307, 131), 0.9874257026833474, 1.2948162205125389, -1.6964520302983663, (4092, 10624, -1107, 11729))
((-673, -84, -245), (1915, 296, 192), 0.988224335571401, 1.2935605345609582, -1.6805294863490632, (4188, 10613, -1180, 11698))
((-387, -61, -195), (1920, 318, 224), 0.9914325729524655, 1.2925991293278427, -1.6681897519003115, (4247, 10610, -1221, 11675))
((-118, -33, -147), (1932, 351, 269), 0.9952830585018312, 1.2913912129202818, -1.6612905080158271, (4272, 10611, -1228, 11664))
((24, -31, -104), (1922, 401, 257), 1.002046316614786, 1.2908869968523267, -1.6548893654020598, (4277, 10620, -1220, 11655))
((92, -14, -96), (1917, 442, 303), 1.0083082102232153, 1.289521850198987, -1.6505863862428147, (4277, 10627, -1199, 11651))
((119, 0, -70), (1931, 471, 306), 1.0128629434273697, 1.2880058645863124, -1.6481328257230519, (4272, 10632, -1176, 11650))
((128, 13, -72), (1939, 495, 307), 1.0178478894331642, 1.2867593265490567, -1.6466779585279514, (4268, 10637, -1150, 11651))
((67, 27, -49), (1948, 481, 333), 1.0178057463538819, 1.2848387975028253, -1.6472080913141598, (4267, 10634, -1134, 11654))
((120, 27, -45), (1929, 464, 327), 1.0191586912623534, 1.2840333160193158, -1.648833623240974, (4258, 10635, -1114, 11659))
((138, 45, -14), (1942, 463, 329), 1.018125879322909, 1.283294133588611, -1.652997095090709, (4244, 10633, -1094, 11668))
((163, 90, -16), (1932, 438, 350), 1.0136944195323216, 1.2821282298916519, -1.661137075974374, (4226, 10625, -1070, 11684))
((221, 112, 31), (1960, 415, 362), 1.0069328833449038, 1.2815983236147896, -1.6725601069945286, (4195, 10616, -1045, 11705))
((325, 135, 48), (1958, 416, 356), 1.0004266908874304, 1.2813976425219948, -1.6865203424364956, (4149, 10609, -1008, 11731))
((384, 148, 81), (1971, 448, 359), 0.9939013759677012, 1.281544379232882, -1.7022063250437653, (4094, 10603, -965, 11760))
((377, 191, 78), (1982, 433, 345), 0.9855156851725256, 1.281298553242806, -1.7197125307301626, (4039, 10593, -921, 11792))
((380, 230, 81), (1979, 425, 402), 0.972336001051496, 1.2798038919049055, -1.7412456846560678, (3984, 10573, -875, 11831))
((418, 266, 74), (1968, 443, 383), 0.9604051595866094, 1.2781191139615418, -1.7632959354068583, (3928, 10553, -821, 11872))
((433, 278, 66), (1965, 435, 404), 0.9474698507298752, 1.2758429782033165, -1.7863101361959748, (3870, 10530, -764, 11915))
((474, 318, 69), (1946, 444, 402), 0.9340703590856654, 1.2730114715161271, -1.8110416748829277, (3808, 10504, -699, 11962))
((499, 321, 73), (1926, 458, 393), 0.9218993837163242, 1.2699611541252125, -1.8349531553597898, (3743, 10479, -630, 12008))
((516, 318, 51), (1933, 489, 361), 0.9141565917320319, 1.2666917937943625, -1.8551879570296361, (3680, 10459, -554, 12049))
((503, 320, 47), (1920, 531, 340), 0.9076131675055285, 1.262827100873482, -1.8733995752348458, (3620, 10439, -477, 12087))
((421, 332, 19), (1913, 526, 350), 0.9002027409857721, 1.2584580826823797, -1.891060973422383, (3573, 10414, -407, 12125))
((395, 310, 14), (1874, 540, 364), 0.8940379845029742, 1.254098371458318, -1.9068367500501067, (3531, 10390, -340, 12160))
((385, 279, 18), (1886, 548, 346), 0.890271686527934, 1.2506340480586147, -1.9203280783835117, (3488, 10372, -276, 12190))
((290, 259, -9), (1907, 556, 370), 0.8861286314603011, 1.2463663453477338, -1.9311819968777306, (3460, 10351, -222, 12216))
((285, 233, -26), (1890, 551, 349), 0.8846753714498622, 1.2426635405519189, -1.9397714631699583, (3434, 10335, -168, 12238))
((226, 208, -84), (1898, 620, 342), 0.8875544188117404, 1.2378906620575694, -1.9424732057877228, (3425, 10322, -112, 12252))
((147, 203, -120), (1855, 624, 384), 0.8890318605280079, 1.2323337370603895, -1.9448357191520924, (3431, 10303, -63, 12267))
((72, 152, -136), (1857, 636, 362), 0.8928881602145252, 1.2273358403817252, -1.9431860502558014, (3447, 10290, -23, 12274))
((-17, 112, -146), (1875, 647, 357), 0.8970850183857059, 1.2228905702422654, -1.9388834706907947, (3474, 10280, 3, 12275))
((-76, 77, -154), (1878, 621, 353), 0.9011871300285184, 1.2187896443154742, -1.9330708386410274, (3506, 10272, 20, 12272))
((-31, 58, -162), (1855, 603, 363), 0.9067217652804853, 1.215098517306932, -1.9266047546870921, (3534, 10268, 40, 12267))
((6, 37, -146), (1838, 646, 355), 0.9144108841519653, 1.2118390397882444, -1.9193682693075598, (3557, 10269, 66, 12260))
((-43, 0, -135), (1812, 681, 376), 0.9218078812991253, 1.208375223445197, -1.9108084266980685, (3586, 10270, 86, 12250))
((-86, -29, -105), (1816, 638, 381), 0.9273849344644592, 1.2063478561111884, -1.903033635451244, (3614, 10273, 91, 12239))
((-102, -52, -98), (1846, 635, 394), 0.9330638001956675, 1.2049221890386743, -1.8951469748120553, (3642, 10278, 92, 12227))
((-125, -73, -84), (1839, 631, 392), 0.9384077867359255, 1.2041117546515767, -1.8868578948909598, (3670, 10285, 86, 12213))
((-161, -90, -71), (1849, 626, 393), 0.9429288475186697, 1.2036264218326402, -1.8784409180947634, (3700, 10292, 73, 12198))
((-164, -116, -28), (1852, 566, 398), 0.945860148908312, 1.2047742537962092, -1.8714111979399508, (3721, 10302, 49, 12183))
((-110, -140, 19), (1866, 556, 404), 0.9493205717580366, 1.207219110360626, -1.8652603213265182, (3730, 10317, 25, 12168))
((-113, -193, 60), (1824, 584, 381), 0.9545771770329636, 1.210481169807204, -1.8567904366992234, (3735, 10339, -3, 12147))
((-168, -250, 92), (1810, 613, 342), 0.9624312931706441, 1.2150826855826364, -1.8451485708991897, (3745, 10369, -41, 12119))
((-230, -308, 107), (1825, 649, 341), 0.9715871174558528, 1.2200173241424181, -1.8301548189072658, (3761, 10403, -89, 12084))
((-337, -335, 113), (1836, 596, 369), 0.9780391507680651, 1.2257833924675623, -1.8159387584104436, (3787, 10433, -156, 12050))
((-370, -386, 132), (1879, 541, 331), 0.9857095277643163, 1.2331007744844937, -1.7990968931085214, (3810, 10470, -237, 12009))
((-389, -446, 125), (1878, 533, 281), 0.9985508990242652, 1.2412027789938878, -1.7768336252138321, (3835, 10517, -321, 11958))
((-373, -464, 113), (1891, 545, 274), 1.0141371154083236, 1.2489470235277398, -1.7520887329137886, (3861, 10566, -401, 11904))
((-343, -477, 108), (1846, 597, 299), 1.031621166473484, 1.2558250473802302, -1.726127543203645, (3888, 10614, -473, 11850))
((-347, -484, 160), (1843, 603, 308), 1.0481521505177653, 1.2629288017506892, -1.7005162317461657, (3911, 10660, -550, 11797))
((-346, -482, 220), (1913, 572, 294), 1.0628966168972147, 1.2716616687233941, -1.6773760726552036, (3923, 10705, -636, 11748))
((-433, -465, 309), (1964, 433, 349), 1.0680225678415718, 1.282775545090569, -1.6615569300296011, (3928, 10738, -753, 11709))
((-366, -450, 368), (1995, 318, 334), 1.0707575132049552, 1.2962537413138309, -1.65057384307952, (3911, 10771, -874, 11677))
((-261, -478, 358), (1999, 331, 268), 1.0808979431520502, 1.3089855735894502, -1.6331578218145124, (3883, 10814, -979, 11637))
((-256, -486, 281), (2032, 371, 340), 1.0943955095102331, 1.3199638922597245, -1.613476301026391, (3869, 10854, -1071, 11597))
((-284, -370, 269), (2057, 318, 255), 1.101820612981563, 1.3301697416546294, -1.5992616102075154, (3857, 10882, -1164, 11566))
((-385, -425, 206), (2006, 273, 173), 1.1174193517467805, 1.3396459514326922, -1.5738253652103487, (3861, 10917, -1265, 11520))
((-367, -448, 133), (2040, 332, 156), 1.142462219068665, 1.3479761546755016, -1.540588351922812, (3876, 10958, -1353, 11467))
((-486, -372, 95), (2041, 316, 223), 1.156623112378959, 1.3538610238923852, -1.5147275766589163, (3911, 10978, -1447, 11424))
((-434, -330, 40), (2017, 359, 251), 1.1703620179083136, 1.3572925320789178, -1.490191329004597, (3952, 10993, -1522, 11385))
((-341, -220, -26), (2056, 365, 364), 1.1736378049705876, 1.3582936557544822, -1.4790859168123462, (3994, 10992, -1571, 11365))
((-122, -133, -30), (1987, 393, 277), 1.1780360229735327, 1.3582455112564207, -1.471249026298886, (4012, 10995, -1588, 11353))
((-35, -118, -63), (1981, 451, 257), 1.1869679657425787, 1.357262786009386, -1.461914696679619, (4028, 11003, -1585, 11341))
((38, -35, -80), (1987, 524, 242), 1.1922280357305413, 1.3541454012776035, -1.4569849832274464, (4041, 11006, -1563, 11336))
((-17, 4, -88), (1934, 554, 168), 1.1971584397957935, 1.3504681511825225, -1.4512994809836839, (4064, 11007, -1544, 11329))
((-162, 21, -83), (1925, 560, 193), 1.196088403032054, 1.3469704819861597, -1.4491897886640224, (4104, 10998, -1542, 11324))
((-129, 39, -105), (1929, 518, 173), 1.1952606104872074, 1.3434590611541126, -1.4474457888038046, (4139, 10990, -1536, 11320))
((-121, 16, -104), (1919, 495, 166), 1.1962962583009304, 1.3405514318423464, -1.4442542571535062, (4172, 10985, -1532, 11314))
((-89, 9, -129), (1946, 489, 176), 1.1985558644033798, 1.337223051886356, -1.4399975325418028, (4202, 10982, -1523, 11307))
((-59, 38, -126), (1937, 437, 147), 1.1991176647587962, 1.3342754347521992, -1.4377254349101167, (4225, 10978, -1514, 11303))
((-43, 30, -141), (1963, 448, 101), 1.2031108667748902, 1.331118596591013, -1.4323039597608282, (4246, 10979, -1501, 11295))
((-64, 59, -165), (1984, 461, 89), 1.2064009961918718, 1.32776961003518, -1.42800449580013, (4273, 10978, -1487, 11288))
((-136, 60, -192), (1964, 412, 131), 1.2057071368134182, 1.324335471060769, -1.42615410690358, (4310, 10970, -1482, 11283))
((-62, 67, -211), (1974, 380, 150), 1.2049481249055054, 1.3203630416202605, -1.4249317432921236, (4338, 10963, -1468, 11280))
((76, 60, -226), (1969, 422, 112), 1.2107549690476904, 1.3161866550589616, -1.4209110909842817, (4353, 10967, -1433, 11275))
((29, 37, -233), (1977, 464, 110), 1.217781954799326, 1.3115701796462569, -1.4142229447831585, (4375, 10972, -1402, 11265))
((-57, 14, -230), (1994, 465, 110), 1.224533512251407, 1.3077185762001373, -1.4066708182691174, (4406, 10976, -1384, 11252))
((-150, 1, -226), (1993, 468, 153), 1.2281656656359659, 1.3037687942929082, -1.3997189437422886, (4449, 10974, -1379, 11238))
((-173, -18, -202), (1972, 448, 183), 1.2300123161695597, 1.3003441826199822, -1.3936702421623892, (4490, 10970, -1381, 11225))
((-132, -35, -175), (1950, 448, 155), 1.2339887990008327, 1.2978695423127733, -1.3865932716948686, (4522, 10971, -1383, 11211))
((-137, -70, -148), (1938, 468, 167), 1.2394550268707123, 1.295860938750708, -1.3776961570992505, (4552, 10975, -1389, 11194))
((-99, -66, -104), (1957, 472, 151), 1.2450590609515424, 1.294826364789546, -1.3695692612367323, (4572, 10981, -1396, 11179))
((-84, -83, -71), (1945, 453, 124), 1.2522364110279771, 1.2949114160154929, -1.3603981811373986, (4584, 10991, -1407, 11163))
((-13, -85, -40), (1952, 446, 116), 1.2601139223541191, 1.295808361278014, -1.352184283940957, (4583, 11004, -1414, 11150))
((34, -100, -33), (1933, 452, 133), 1.2695488716953283, 1.2966666602357535, -1.3435159597020425, (4577, 11020, -1415, 11137))
((68, -114, -24), (1949, 491, 128), 1.2806296283117988, 1.2971671059129741, -1.3332275038609671, (4567, 11039, -1412, 11122))
((43, -125, -14), (1970, 485, 145), 1.2906334122464629, 1.2981800090431554, -1.3237061786253668, (4559, 11056, -1415, 11108))
((64, -128, 12), (1975, 503, 127), 1.3022135923512537, 1.299475736680779, -1.3130784348515494, (4546, 11076, -1417, 11093))
((52, -118, 7), (1988, 486, 166), 1.3102348945693987, 1.3006575344839353, -1.3057410399167535, (4535, 11090, -1420, 11083))
((117, -68, 22), (2010, 457, 186), 1.3149140416183296, 1.3025476179568363, -1.3039361240616503, (4514, 11100, -1417, 11083))
((174, -32, 7), (2014, 436, 255), 1.314707525680012, 1.3034910055934061, -1.307576684612458, (4488, 11103, -1403, 11092))
((215, -11, -7), (1979, 456, 258), 1.3145318643296402, 1.303764587119041, -1.311935504501577, (4462, 11106, -1381, 11102))
((227, 18, -33), (1964, 487, 241), 1.3133787093005573, 1.3030599935097607, -1.3179105612425621, (4439, 11107, -1350, 11114))
((121, 20, -12), (1925, 536, 190), 1.3126605643359508, 1.3020637506567838, -1.3210494100511745, (4429, 11107, -1330, 11120))
((14, 28, 7), (1921, 544, 207), 1.3076306871107735, 1.3014754258860688, -1.3263074074420922, (4430, 11099, -1325, 11128))
((-28, 56, 23), (1914, 550, 175), 1.301635202923734, 1.301029356658914, -1.3318543465997956, (4435, 11089, -1325, 11136))
((-123, 57, 45), (1880, 533, 207), 1.291150907656088, 1.3012144342716598, -1.3400274125850955, (4449, 11071, -1340, 11147))
((-100, 59, 77), (1911, 485, 164), 1.282065737435166, 1.302821216156946, -1.3473897297934332, (4451, 11057, -1360, 11158))
((-1, 80, 95), (1923, 531, 161), 1.2735036813985776, 1.303725088017707, -1.3559702335581525, (4443, 11045, -1365, 11172))
((79, 101, 90), (1913, 558, 124), 1.2675653236580473, 1.3043893127505324, -1.3639290547671754, (4427, 11038, -1358, 11186))
((28, 71, 98), (1897, 586, 84), 1.2645663863063143, 1.3050788195256806, -1.3677621907139128, (4416, 11035, -1357, 11193))
((3, 81, 95), (1949, 521, 83), 1.260085413703892, 1.3066383104830586, -1.3730372905890467, (4405, 11030, -1363, 11202))
((9, 82, 89), (1944, 495, 117), 1.2535016900269456, 1.3081449130214664, -1.380304360262358, (4393, 11022, -1369, 11214))
((64, 83, 68), (1949, 508, 136), 1.2481144310803831, 1.308916813584616, -1.3872702553682668, (4378, 11016, -1365, 11226))
((106, 68, 51), (1937, 494, 99), 1.2470239493346622, 1.3097768494454345, -1.3912363184193044, (4359, 11017, -1355, 11234))
((122, 48, 31), (1933, 495, 87), 1.2486712493106251, 1.3104930856929613, -1.3931333702792545, (4340, 11022, -1341, 11239))
((107, 28, 28), (1951, 499, 81), 1.251661438690726, 1.3111406984559049, -1.3925141152215583, (4322, 11029, -1331, 11240))
((76, 30, 12), (1945, 487, 86), 1.2532983858906983, 1.3111764233331045, -1.3922855774376888, (4310, 11033, -1322, 11241))
((53, 12, 3), (1949, 499, 99), 1.256617745274007, 1.3113122275180418, -1.3903201904003943, (4302, 11039, -1315, 11239))
((26, -27, -7), (1964, 498, 102), 1.261559439770601, 1.3112752649467534, -1.3853345182981267, (4298, 11047, -1313, 11232))
((14, -58, -9), (1981, 487, 120), 1.2685151880953012, 1.311984229239741, -1.3790929173541848, (4295, 11058, -1314, 11223))
((22, -74, -11), (1987, 492, 118), 1.2761064593164104, 1.3122070261034346, -1.3714178565873452, (4291, 11070, -1314, 11212))
((-1, -96, -5), (1974, 497, 118), 1.2852668390685977, 1.313045199475274, -1.3626112484604733, (4290, 11084, -1318, 11199))
((-23, -94, -16), (1962, 488, 115), 1.2934042303855666, 1.3132625165056395, -1.3533516133852146, (4292, 11096, -1324, 11185))
((-73, -110, -17), (1961, 490, 155), 1.3001294107913595, 1.3135178122626503, -1.3446350798281834, (4301, 11105, -1336, 11171))
((-29, -105, -12), (1985, 473, 163), 1.306371802740602, 1.314134288155459, -1.3374568955872081, (4304, 11114, -1345, 11160))
((-39, -103, 4), (1966, 464, 189), 1.3111832391750706, 1.315414544378401, -1.3322058811705333, (4306, 11121, -1357, 11152))
((-38, -99, 19), (1974, 439, 180), 1.3143410182909494, 1.3165887985226077, -1.3272998579387065, (4304, 11126, -1372, 11145))
((-126, -79, 64), (1965, 375, 241), 1.3102920910961848, 1.319241885290374, -1.3282143188892024, (4306, 11120, -1405, 11146))
((-20, -13, 83), (2005, 403, 309), 1.2997033107510045, 1.3215042022666708, -1.3379677465306095, (4297, 11106, -1423, 11161))
((243, 196, 81), (2043, 421, 412), 1.2737812441880882, 1.3221650238311362, -1.3699692692217167, (4263, 11073, -1396, 11211))
((438, 429, 114), (1966, 414, 400), 1.2337331660965667, 1.321469143910383, -1.4202620261087577, (4204, 11022, -1339, 11290))
((773, 499, 127), (1899, 447, 208), 1.205083755504223, 1.3202777641826993, -1.4672463852220816, (4103, 10991, -1236, 11369))
((954, 409, 105), (1883, 508, 70), 1.1953828821972832, 1.3185985951510064, -1.4984980740021852, (3982, 10988, -1108, 11427))
((848, 471, 193), (1995, 522, 110), 1.1755950418437637, 1.3185670668998952, -1.5385239604433296, (3863, 10970, -1002, 11495))
((836, 337, 186), (1890, 662, -35), 1.1750591350052932, 1.3180984791231993, -1.5584873947273679, (3751, 10978, -892, 11533))
((415, 277, 246), (1930, 626, -69), 1.169334362982435, 1.3203961141907816, -1.5755039354481606, (3678, 10978, -847, 11561))
((46, 252, 149), (2041, 551, 67), 1.153059655009777, 1.3208230440600088, -1.5935212299949975, (3658, 10957, -844, 11587))
((-104, 288, 73), (2118, 372, 291), 1.1211464099734187, 1.32055525304868, -1.623833347189502, (3658, 10911, -862, 11629))
((137, 288, -66), (2026, 261, 374), 1.0943879274513213, 1.3180056976828642, -1.6541577014778117, (3643, 10869, -839, 11675))
((440, 258, -151), (1978, 284, 373), 1.0812088596273608, 1.3135657498984863, -1.6769273670549343, (3604, 10844, -767, 11715))
((829, 260, -168), (1962, 494, 321), 1.0844737824933293, 1.3068550691073155, -1.6917576234008023, (3533, 10839, -629, 11749))
((751, 320, -148), (1996, 646, 207), 1.0890559363790202, 1.2994327329961233, -1.7046164106137882, (3473, 10832, -491, 11780))
((413, 378, -232), (1986, 708, 183), 1.0878675676229512, 1.28954753834569, -1.7159289826534463, (3467, 10807, -382, 11809))
((74, 437, -274), (1956, 616, 281), 1.072411811580792, 1.278764184463133, -1.7337150739651392, (3501, 10755, -317, 11848))
((-41, 479, -364), (1907, 534, 413), 1.0504885047471184, 1.2660246006603177, -1.755527798973544, (3557, 10684, -260, 11897))
((183, 457, -374), (1839, 567, 384), 1.0386420447734674, 1.2530750519879583, -1.7721258997919322, (3589, 10627, -171, 11940))
((374, 465, -346), (1869, 575, 356), 1.03218335930188, 1.2411813021165656, -1.7879048968355689, (3594, 10580, -62, 11982))
((521, 505, -331), (1882, 614, 296), 1.0294006752932883, 1.2291066956704004, -1.8029349027050277, (3579, 10538, 67, 12023))
((480, 481, -390), (1892, 661, 291), 1.030125685156163, 1.216172842854912, -1.8135687374965215, (3576, 10498, 198, 12057))
((417, 437, -455), (1861, 705, 304), 1.0342193745496897, 1.202354491890364, -1.8194604573498612, (3591, 10460, 328, 12083))
((371, 425, -488), (1832, 719, 345), 1.038195187830305, 1.1878172317038211, -1.8242956380764428, (3615, 10419, 456, 12107))
((361, 379, -495), (1812, 731, 343), 1.0440588159225326, 1.1738567799864048, -1.8268493604809808, (3641, 10383, 580, 12125))
((292, 340, -549), (1837, 763, 355), 1.0515928584098888, 1.1592019152854454, -1.825760726712207, (3681, 10349, 700, 12135))
((266, 320, -557), (1758, 823, 378), 1.0594820146315063, 1.1441292555455056, -1.8240319911438536, (3729, 10314, 820, 12143))
((201, 269, -509), (1698, 831, 365), 1.0666704925769566, 1.1304993407136343, -1.8215001846896939, (3778, 10283, 924, 12147))
((113, 237, -442), (1749, 838, 358), 1.0716420490397571, 1.1188800495173379, -1.819028838892346, (3825, 10255, 1005, 12149))
((77, 215, -446), (1801, 835, 369), 1.0763627857376885, 1.1079484305970528, -1.8160914603349467, (3874, 10229, 1078, 12149))
((22, 162, -452), (1741, 879, 353), 1.082295962672205, 1.0969585556019166, -1.810401580059963, (3933, 10207, 1145, 12142))
((-206, 78, -413), (1703, 770, 461), 1.0821809806209035, 1.0883643500538969, -1.805807220052831, (4010, 10180, 1166, 12139))
((-132, 50, -349), (1681, 768, 318), 1.085939113172398, 1.081666841972662, -1.7982340393407654, (4067, 10170, 1188, 12125))
((-165, 32, -295), (1785, 881, 358), 1.0890068663066168, 1.075838081107642, -1.791248488036355, (4123, 10161, 1203, 12112))
((-258, 5, -272), (1689, 875, 360), 1.0904345080576203, 1.070394848341095, -1.7839924395743714, (4189, 10150, 1204, 12099))
((-290, -40, -174), (1695, 796, 391), 1.0894119411530137, 1.067968182078883, -1.778340956412367, (4242, 10143, 1182, 12089))
((-246, -60, -137), (1742, 796, 377), 1.0893252203316155, 1.0666570567076838, -1.7724436365992995, (4284, 10142, 1159, 12077))
((-168, -55, -84), (1732, 780, 395), 1.0893981361837135, 1.0664862479309047, -1.7682342068026184, (4310, 10144, 1139, 12068))
