S1,S2,S3,S4,S5,S6,S7,S8,Pos,Target
22,23,19,18,24,20,19,22,0,Relax
21,22,21,20,24,19,19,20,0,Relax
19,21,19,21,25,19,19,19,0,Relax
18,23,19,25,24,19,19,19,0,Relax
17,21,23,24,22,21,19,21,0,Relax
19,21,22,25,21,20,20,21,0,Relax
19,21,21,25,22,20,20,21,0,Relax
23,23,20,22,20,22,18,23,0,Relax
21,23,19,19,21,23,19,24,0,Relax
21,21,21,20,20,23,20,24,0,Relax
19,20,20,20,22,23,20,22,0,Relax
18,20,22,20,19,23,20,22,0,Relax
19,19,22,21,20,23,20,21,0,Relax
19,20,22,22,20,22,19,20,0,Relax
20,19,21,21,21,22,19,20,0,Relax
20,20,21,22,21,23,19,21,0,Relax
20,20,21,22,22,24,19,23,0,Relax
21,21,22,24,20,24,19,22,0,Relax
21,21,22,24,20,23,20,23,0,Relax
23,22,23,22,21,26,21,21,0,Relax
22,22,25,22,21,24,21,18,0,Relax
22,22,24,22,21,23,19,18,0,Relax
21,21,22,20,21,21,21,18,0,Relax
20,21,23,21,21,23,20,18,0,Relax
19,19,22,20,20,21,19,19,0,Relax
18,19,21,20,21,22,19,20,0,Relax
20,23,19,23,23,22,22,23,0,Relax
21,23,20,20,23,22,21,22,0,Relax
20,21,21,22,22,22,21,21,0,Relax
20,19,20,20,22,22,20,20,0,Relax
21,19,21,20,23,22,20,20,0,Relax
21,20,22,22,24,22,20,21,0,Relax
21,19,21,23,23,22,23,23,0,Relax
20,18,21,22,24,22,22,24,0,Relax
23,20,22,23,24,20,23,23,0,Relax
21,21,20,22,21,20,19,19,0,Relax
22,21,21,23,20,21,18,19,0,Relax
22,21,21,21,21,22,18,21,0,Relax
22,20,20,22,21,24,19,22,0,Relax
22,21,20,22,21,26,19,22,0,Relax
20,20,22,22,21,25,21,23,0,Relax
21,20,21,20,21,24,21,22,0,Relax
21,19,21,22,20,24,22,23,0,Relax
19,23,19,21,21,19,19,20,0,Relax
18,23,20,20,23,20,18,20,0,Relax
19,22,21,23,23,19,18,19,0,Relax
19,23,22,23,22,20,18,22,0,Relax
19,21,21,23,22,21,18,24,0,Relax
20,19,21,23,22,23,19,23,0,Relax
21,19,20,25,23,22,21,22,0,Relax
23,18,20,22,23,24,20,22,0,Relax
24,16,22,24,24,23,19,20,0,Relax
20,20,22,20,22,23,20,21,0,Relax
20,21,21,18,22,21,21,22,0,Relax
20,21,21,17,23,21,22,21,0,Relax
18,20,21,21,24,22,21,20,0,Relax
21,20,21,22,22,21,21,20,0,Relax
22,20,22,23,22,23,21,21,0,Relax
22,19,23,25,22,23,20,21,0,Relax
21,20,23,25,21,23,18,21,0,Relax
19,20,20,21,23,22,23,21,0,Relax
19,22,21,20,19,21,22,20,0,Relax
18,23,21,20,20,22,22,21,0,Relax
19,24,21,20,19,21,20,21,0,Relax
19,22,19,22,19,24,20,21,0,Relax
20,22,20,20,18,23,21,20,0,Relax
19,20,19,21,17,23,20,22,0,Relax
20,19,20,21,19,21,21,22,0,Relax
20,20,21,21,19,22,23,21,0,Relax
23,20,23,18,20,20,23,21,0,Relax
17,20,24,21,23,25,19,21,0,Relax
18,22,22,21,22,22,20,20,0,Relax
18,21,24,20,23,24,19,19,0,Relax
17,22,22,22,21,24,19,19,0,Relax
20,21,23,21,21,25,19,20,0,Relax
21,22,20,20,22,23,18,20,0,Relax
21,19,22,18,22,23,18,21,0,Relax
21,20,21,19,19,21,18,20,0,Relax
17,24,17,22,19,23,19,17,0,Relax
18,23,18,22,21,21,18,19,0,Relax
18,22,18,21,22,22,19,18,0,Relax
19,23,21,21,22,23,19,18,0,Relax
19,23,22,23,24,23,19,19,0,Relax
20,22,25,21,24,23,21,22,0,Relax
20,22,24,22,23,24,22,19,0,Relax
20,23,19,21,20,24,20,21,0,Relax
19,22,20,21,22,24,23,19,0,Relax
20,22,20,22,23,25,24,18,0,Relax
21,23,21,21,22,22,24,19,0,Relax
21,21,22,21,22,23,23,20,0,Relax
20,20,22,22,22,21,25,20,0,Relax
22,20,22,22,19,20,21,21,0,Relax
22,23,21,20,20,23,23,27,0,Relax
22,22,20,20,19,23,23,26,0,Relax
21,23,23,19,17,21,24,25,0,Relax
22,22,21,19,20,23,23,21,0,Relax
21,20,23,18,20,22,25,20,0,Relax
21,18,24,18,21,22,22,18,0,Relax
20,18,24,17,21,21,21,17,0,Relax
20,26,24,21,20,22,20,22,0,Relax
23,25,23,20,19,20,19,22,0,Relax
22,23,23,19,19,22,21,20,0,Relax
21,23,21,21,19,21,21,21,0,Relax
20,19,22,22,19,23,21,21,0,Relax
21,21,22,20,20,24,20,19,0,Relax
18,22,20,20,21,22,22,20,0,Relax
19,22,20,20,22,20,21,20,0,Relax
21,21,21,20,20,20,20,23,0,Relax
20,19,21,19,22,19,20,24,0,Relax
20,20,22,18,22,22,17,26,0,Relax
21,21,23,18,21,21,17,25,0,Relax
20,21,25,18,22,20,20,25,0,Relax
21,20,25,19,21,22,20,23,0,Relax
20,21,24,18,20,21,22,23,0,Relax
20,21,23,20,19,20,24,21,0,Relax
21,21,23,26,21,20,20,22,0,Relax
19,21,20,23,20,20,19,21,0,Relax
18,20,20,22,20,21,20,21,0,Relax
19,20,21,21,22,22,22,23,0,Relax
19,21,20,20,21,21,22,21,0,Relax
21,22,22,20,19,23,20,21,0,Relax
22,21,22,21,22,27,20,19,0,Relax
22,20,21,20,20,26,21,19,0,Relax
23,21,19,22,21,26,20,19,0,Relax
22,21,19,21,22,25,20,21,0,Relax
22,21,19,20,22,24,19,22,0,Relax
20,21,18,23,21,20,19,21,0,Relax
25,23,21,22,25,24,18,21,0,Relax
21,22,22,21,25,21,18,22,0,Relax
23,22,21,22,24,23,20,21,0,Relax
24,22,21,22,23,23,21,22,0,Relax
23,21,22,23,21,21,21,20,0,Relax
19,22,23,19,23,24,22,23,0,Relax
21,22,23,18,22,24,20,22,0,Relax
19,23,23,17,20,24,19,23,0,Relax
19,23,20,19,22,20,20,23,0,Relax
22,22,21,17,20,20,20,24,0,Relax
21,21,21,20,20,22,18,22,0,Relax
22,21,23,20,20,21,20,22,0,Relax
19,20,21,19,19,20,22,20,0,Relax
18,20,19,20,21,21,21,20,0,Relax
18,21,21,21,20,20,23,18,0,Relax
20,21,20,20,20,21,23,19,0,Relax
18,20,20,21,22,22,22,20,0,Relax
20,22,18,22,23,21,23,22,0,Relax
22,22,18,21,24,23,23,21,0,Relax
21,22,20,23,22,24,22,22,0,Relax
22,19,22,20,23,24,21,21,0,Relax
22,18,24,20,23,24,20,22,0,Relax
22,19,24,20,23,25,21,21,0,Relax
20,22,20,24,20,22,19,19,0,Relax
20,24,19,23,20,22,16,18,0,Relax
20,24,19,21,18,23,17,18,0,Relax
20,22,19,18,18,21,17,18,0,Relax
19,23,19,18,20,21,18,20,0,Relax
21,19,21,21,21,21,16,19,0,Relax
21,19,20,23,21,22,17,20,0,Relax
20,19,19,22,22,22,20,20,0,Relax
19,21,21,23,21,20,22,18,0,Relax
18,22,21,22,22,20,20,17,0,Relax
19,20,19,24,20,20,20,16,0,Relax
19,21,19,26,19,20,20,20,0,Relax
20,22,19,21,21,20,21,22,0,Relax
22,21,19,21,22,21,22,22,0,Relax
23,20,21,21,22,22,22,21,0,Relax
21,20,21,20,22,20,22,26,0,Relax
20,19,19,21,24,20,23,27,0,Relax
21,20,20,21,24,21,22,27,0,Relax
19,20,21,22,22,21,20,25,0,Relax
18,23,23,22,24,23,33,20,0,Relax
19,22,22,21,24,22,32,23,0,Relax
20,23,23,20,23,23,32,22,0,Relax
21,24,23,18,24,22,29,24,0,Relax
20,24,22,18,21,21,28,21,0,Relax
19,24,22,18,20,20,29,23,0,Relax
19,19,27,20,22,23,24,22,0,Relax
22,20,25,22,23,23,24,22,0,Relax
23,19,26,24,23,24,25,22,0,Relax
21,20,26,24,24,23,24,23,0,Relax
23,21,24,25,20,23,22,21,0,Relax
24,20,21,24,20,24,24,19,0,Relax
23,21,22,22,19,25,25,19,0,Relax
19,23,21,20,21,22,20,21,0,Relax
20,23,21,21,19,21,23,21,0,Relax
18,23,20,22,21,19,22,22,0,Relax
20,23,19,22,22,21,23,21,0,Relax
18,23,17,19,22,22,22,20,0,Relax
19,22,17,19,20,21,22,19,0,Relax
19,24,16,17,22,23,22,18,0,Relax
21,22,22,20,22,21,19,21,0,Relax
23,23,21,23,22,22,20,23,0,Relax
21,24,21,22,21,23,20,21,0,Relax
20,25,22,21,21,24,23,23,0,Relax
20,25,23,21,20,23,22,24,0,Relax
21,26,22,19,21,25,21,26,0,Relax
20,25,23,19,22,24,19,24,0,Relax
21,19,22,20,20,21,23,20,0,Relax
20,21,20,19,23,22,22,19,0,Relax
21,21,19,20,22,20,20,21,0,Relax
21,21,19,20,22,19,22,22,0,Relax
20,21,19,20,22,20,21,21,0,Relax
22,22,19,21,22,20,19,21,0,Relax
22,19,21,18,22,22,22,20,0,Relax
22,20,23,18,23,20,24,21,0,Relax
22,21,21,19,24,20,24,21,0,Relax
21,22,21,19,23,19,23,22,0,Relax
19,23,20,19,23,22,22,21,0,Relax
18,23,21,19,24,22,22,23,0,Relax
23,23,23,20,23,21,20,22,0,Relax
23,21,24,21,22,21,19,22,0,Relax
22,22,24,20,22,21,20,22,0,Relax
20,21,24,19,22,22,21,21,0,Relax
20,20,24,21,23,22,21,21,0,Relax
19,21,23,22,21,23,22,20,0,Relax
20,21,21,23,22,22,23,23,0,Relax
19,21,22,22,21,23,21,23,0,Relax
19,21,23,22,20,22,21,22,0,Relax
18,20,23,22,21,23,18,18,0,Relax
21,19,23,22,20,24,19,21,0,Relax
21,20,21,21,21,24,19,19,0,Relax
20,20,21,19,23,25,19,18,0,Relax
18,24,24,23,22,23,19,19,0,Relax
20,22,22,23,21,23,19,19,0,Relax
20,23,22,22,22,22,19,18,0,Relax
20,21,21,23,20,20,18,19,0,Relax
21,22,22,22,23,22,18,19,0,Relax
21,19,21,19,22,22,18,18,0,Relax
19,20,20,20,25,23,19,20,0,Relax
20,22,22,22,20,20,19,19,0,Relax
19,22,23,23,20,20,19,18,0,Relax
17,22,23,24,21,21,21,20,0,Relax
20,23,23,23,23,21,24,21,0,Relax
20,25,21,21,22,20,25,20,0,Relax
20,22,21,22,22,20,25,21,0,Relax
20,19,25,23,21,20,23,20,0,Relax
21,20,25,23,22,20,23,21,0,Relax
21,20,22,24,21,21,21,19,0,Relax
20,22,24,22,21,20,21,20,0,Relax
20,23,21,21,21,21,21,21,0,Relax
19,23,21,19,24,19,23,20,0,Relax
18,23,21,19,22,21,22,21,0,Relax
18,19,21,23,19,22,22,18,0,Relax
18,19,20,24,18,20,21,18,0,Relax
19,20,21,24,20,19,22,18,0,Relax
19,21,24,25,21,19,22,19,0,Relax
18,20,23,24,20,22,22,19,0,Relax
17,21,22,24,20,22,23,19,0,Relax
20,23,22,22,23,21,18,21,0,Relax
19,22,22,22,24,22,19,22,0,Relax
19,22,23,23,23,23,20,23,0,Relax
18,19,22,23,23,21,20,25,0,Relax
18,20,23,25,23,22,20,23,0,Relax
18,22,23,22,22,22,19,24,0,Relax
16,21,23,21,22,24,20,24,0,Relax
21,16,20,26,22,19,19,19,0,Relax
21,19,21,24,23,20,19,19,0,Relax
22,19,21,23,23,21,18,19,0,Relax
22,19,21,23,23,21,18,18,0,Relax
21,19,21,22,24,21,17,19,0,Relax
20,20,20,23,22,20,17,19,0,Relax
22,24,21,23,21,23,22,21,0,Relax
21,23,20,23,22,23,23,22,0,Relax
18,25,20,24,21,22,23,24,0,Relax
21,24,20,23,19,23,22,22,0,Relax
20,25,20,21,20,20,24,22,0,Relax
20,22,19,22,19,21,23,21,0,Relax
19,19,22,19,22,20,22,20,0,Relax
19,21,24,19,22,21,19,19,0,Relax
18,19,21,21,21,23,19,21,0,Relax
17,18,22,20,20,23,19,20,0,Relax
17,19,21,21,20,26,21,19,0,Relax
17,19,22,21,21,27,19,20,0,Relax
19,20,21,24,20,25,21,22,0,Relax
18,21,22,21,21,24,21,18,0,Relax
23,22,22,19,23,22,21,23,0,Relax
21,21,24,21,22,23,20,23,0,Relax
19,22,23,21,23,21,20,21,0,Relax
19,22,23,20,22,20,20,20,0,Relax
19,23,21,22,21,22,21,21,0,Relax
20,23,22,21,22,22,21,21,0,Relax
21,22,22,21,22,21,23,20,0,Relax
19,22,19,22,24,22,20,25,0,Relax
19,22,19,22,23,22,21,23,0,Relax
21,21,22,20,23,23,20,25,0,Relax
20,21,19,19,21,23,19,22,0,Relax
19,20,21,21,21,21,19,22,0,Relax
21,20,22,20,23,22,19,21,0,Relax
23,19,22,22,23,22,19,21,0,Relax
20,19,22,22,23,21,21,20,0,Relax
20,24,24,19,23,20,20,18,0,Relax
21,25,24,20,23,19,22,17,0,Relax
21,24,22,20,23,21,23,21,0,Relax
20,23,24,21,23,21,22,20,0,Relax
19,23,24,21,22,22,23,20,0,Relax
19,20,22,22,23,20,19,22,0,Relax
19,18,21,21,23,22,20,22,0,Relax
21,19,23,21,22,22,21,22,0,Relax
21,20,19,21,22,20,20,21,0,Relax
20,21,21,24,21,21,20,20,0,Relax
19,21,20,22,19,22,20,19,0,Relax
20,23,22,18,20,21,24,23,0,Relax
20,24,19,21,18,20,24,21,0,Relax
21,22,20,18,19,20,21,21,0,Relax
20,23,23,20,20,21,20,22,0,Relax
21,20,23,20,19,21,18,22,0,Relax
22,22,17,20,23,21,18,23,0,Relax
21,23,18,18,24,20,19,22,0,Relax
20,23,18,17,23,21,20,23,0,Relax
20,22,19,19,23,21,20,22,0,Relax
20,20,17,18,22,23,22,22,0,Relax
22,21,21,18,21,23,20,24,0,Relax
21,19,23,19,21,21,19,22,0,Relax
23,19,22,17,22,21,19,22,0,Relax
23,20,23,17,24,21,17,19,0,Relax
18,23,22,23,20,21,18,18,0,Relax
19,23,22,24,20,22,18,21,0,Relax
21,24,22,20,21,24,18,23,0,Relax
19,22,23,21,22,25,20,23,0,Relax
20,23,22,18,19,24,20,22,0,Relax
22,22,21,18,19,25,23,21,0,Relax
23,20,22,19,19,23,22,20,0,Relax
23,20,22,22,21,21,22,20,0,Relax
22,20,23,22,21,22,22,20,0,Relax
20,20,22,21,19,23,21,19,0,Relax
21,20,22,21,18,23,21,17,0,Relax
20,21,20,21,20,23,20,17,0,Relax
18,20,18,20,19,22,20,21,0,Relax
20,20,24,20,22,23,21,19,0,Relax
21,22,23,20,21,23,20,16,0,Relax
20,21,24,22,20,22,20,18,0,Relax
20,21,25,22,21,22,19,19,0,Relax
19,21,24,23,21,22,18,20,0,Relax
19,21,22,23,20,22,17,23,0,Relax
18,20,23,24,21,22,19,22,0,Relax
136,49,64,324,142,312,258,135,1,punio
133,49,58,313,131,267,257,131,1,punio
140,54,62,315,137,291,263,130,1,punio
133,52,58,281,130,237,230,119,1,punio
102,68,71,379,184,246,279,108,1,punio
111,79,74,392,235,216,265,109,1,punio
109,69,62,310,220,198,284,115,1,punio
105,66,67,340,223,212,334,113,1,punio
99,69,80,303,177,192,289,130,1,punio
86,66,83,307,170,239,275,125,1,punio
101,70,79,296,157,246,278,133,1,punio
101,66,79,347,178,247,269,133,1,punio
142,67,80,351,180,262,317,102,1,punio
145,67,76,332,181,244,305,96,1,punio
142,68,70,307,196,238,256,86,1,punio
123,67,66,318,197,239,285,103,1,punio
129,63,63,288,195,225,312,115,1,punio
110,61,51,328,203,250,287,119,1,punio
125,57,57,197,152,216,323,103,1,punio
104,52,55,220,161,219,310,105,1,punio
113,55,58,231,146,238,258,94,1,punio
114,55,54,212,135,166,285,97,1,punio
96,54,57,229,142,169,303,101,1,punio
109,53,60,258,168,180,293,103,1,punio
160,58,62,218,186,177,244,103,1,punio
126,48,59,201,162,203,253,105,1,punio
126,47,54,212,145,188,230,100,1,punio
129,45,53,209,124,187,246,101,1,punio
118,44,54,242,140,203,257,102,1,punio
120,41,66,265,147,178,285,96,1,punio
124,45,51,219,173,160,252,80,1,punio
118,35,51,216,181,188,222,81,1,punio
118,39,52,171,170,184,203,79,1,punio
106,40,43,174,164,153,188,75,1,punio
106,39,43,169,179,155,203,75,1,punio
49,37,43,172,108,52,125,57,1,punio
48,42,45,169,109,54,123,57,1,punio
51,42,50,184,145,57,130,59,1,punio
55,44,59,220,177,64,167,72,1,punio
61,48,61,223,179,68,165,81,1,punio
61,46,58,230,187,71,156,82,1,punio
35,32,40,146,138,59,151,66,1,punio
43,44,41,147,141,66,172,73,1,punio
44,45,40,169,155,63,186,77,1,punio
44,44,37,165,136,70,173,70,1,punio
45,45,37,147,125,69,164,64,1,punio
46,44,43,157,122,71,156,60,1,punio
42,40,37,101,92,55,133,67,1,punio
39,35,36,123,112,54,134,68,1,punio
41,39,35,147,122,58,140,77,1,punio
41,40,38,149,134,53,133,81,1,punio
46,46,42,155,138,58,142,83,1,punio
40,42,46,189,141,61,137,71,1,punio
36,41,48,185,145,62,134,65,1,punio
90,46,60,140,161,125,254,129,1,punio
73,46,60,113,128,111,241,119,1,punio
68,44,66,128,128,114,282,118,1,punio
80,47,65,140,129,106,276,111,1,punio
88,45,52,144,113,103,260,98,1,punio
94,52,63,153,116,98,263,102,1,punio
78,45,43,139,98,77,215,90,1,punio
79,44,47,152,92,76,231,93,1,punio
80,42,47,145,88,71,221,92,1,punio
71,44,46,159,83,80,235,98,1,punio
52,44,46,155,86,75,221,91,1,punio
54,39,44,148,92,75,225,90,1,punio
52,40,42,131,92,75,222,87,1,punio
52,42,62,206,121,82,174,112,1,punio
51,40,61,204,127,70,167,99,1,punio
46,35,53,181,118,64,175,77,1,punio
47,34,56,164,125,70,155,79,1,punio
47,35,54,144,110,68,149,75,1,punio
43,44,49,166,133,87,220,97,1,punio
40,40,44,151,116,76,191,83,1,punio
37,36,42,142,95,75,170,80,1,punio
37,33,39,154,95,81,177,81,1,punio
40,38,38,137,87,71,172,83,1,punio
44,42,40,147,83,78,157,78,1,punio
46,36,64,118,117,91,257,102,1,punio
47,36,58,107,108,90,256,96,1,punio
56,44,56,148,122,83,263,103,1,punio
52,44,49,153,110,76,231,98,1,punio
51,44,42,154,109,75,170,84,1,punio
47,40,45,176,116,67,155,88,1,punio
41,35,54,165,86,227,178,65,1,punio
42,32,52,181,101,221,186,71,1,punio
39,32,52,181,107,230,176,71,1,punio
34,33,54,182,105,166,177,74,1,punio
32,36,44,169,116,140,169,74,1,punio
34,38,49,206,146,141,153,70,1,punio
34,40,51,182,131,161,166,81,1,punio
46,41,41,148,93,103,173,100,1,punio
47,47,48,152,104,104,175,102,1,punio
54,47,47,133,104,103,167,104,1,punio
49,47,48,127,105,109,180,96,1,punio
50,48,54,151,112,113,180,98,1,punio
52,48,60,182,180,116,218,113,1,punio
48,47,68,243,203,131,247,101,1,punio
49,48,74,270,212,131,245,110,1,punio
129,64,85,379,295,148,239,118,1,punio
141,64,83,398,310,152,239,118,1,punio
159,61,82,404,296,155,256,135,1,punio
52,38,50,188,144,177,286,119,1,punio
56,44,52,153,123,206,282,120,1,punio
57,48,53,163,120,187,256,95,1,punio
64,53,53,172,121,186,210,82,1,punio
84,53,56,157,135,180,209,90,1,punio
86,38,70,190,129,113,247,122,1,punio
90,42,78,210,131,103,244,121,1,punio
81,43,74,213,123,115,273,125,1,punio
70,40,70,206,144,120,253,108,1,punio
91,41,74,231,144,136,305,111,1,punio
97,47,70,192,113,104,208,72,1,punio
87,43,66,176,99,122,227,75,1,punio
86,40,58,128,91,134,233,78,1,punio
105,46,61,148,93,137,226,86,1,punio
101,45,60,143,93,133,226,87,1,punio
91,49,59,158,118,170,286,120,1,punio
