S1,S2,S3,S4,S5,S6,S7,S8,Pos,Target
32,51,78,160,176,265,78,31,3,pinza
36,52,73,174,187,255,69,30,3,pinza
35,52,74,187,197,240,66,28,3,pinza
34,50,78,202,233,250,73,27,3,pinza
32,52,107,208,222,245,79,27,3,pinza
39,65,101,209,195,188,77,35,3,pinza
41,64,93,223,204,152,77,33,3,pinza
41,62,84,207,206,149,82,34,3,pinza
39,56,80,205,180,167,80,32,3,pinza
35,47,87,203,199,164,73,28,3,pinza
32,47,80,171,124,238,70,31,3,pinza
32,47,92,161,135,238,69,31,3,pinza
32,46,97,170,143,218,62,32,3,pinza
30,45,95,167,145,211,57,32,3,pinza
30,44,86,162,160,215,56,33,3,pinza
30,40,79,149,151,184,56,28,3,pinza
31,38,70,158,136,171,54,29,3,pinza
29,39,71,152,154,171,58,28,3,pinza
33,57,80,172,162,183,84,32,3,pinza
31,58,79,182,152,190,85,31,3,pinza
33,60,83,168,157,195,89,31,3,pinza
34,57,79,169,156,199,103,30,3,pinza
36,56,69,156,140,220,98,30,3,pinza
34,54,66,141,138,230,87,28,3,pinza
32,50,66,152,160,231,86,26,3,pinza
158,78,63,173,152,194,138,74,4,meniique
165,80,61,127,129,166,138,71,4,meniique
122,80,59,122,123,167,147,80,4,meniique
118,72,60,139,118,163,139,78,4,meniique
115,78,58,137,99,162,131,74,4,meniique
84,74,57,127,98,135,139,81,4,meniique
34,58,68,134,230,438,155,63,4,meniique
33,43,67,153,205,398,150,54,4,meniique
37,43,72,215,219,364,141,51,4,meniique
38,42,68,212,203,350,139,48,4,meniique
66,91,131,340,295,329,158,70,4,meniique
62,90,130,353,345,409,164,69,4,meniique
59,75,116,355,355,395,204,72,4,meniique
55,70,94,315,337,406,204,67,4,meniique
184,202,106,199,176,104,209,111,4,meniique
211,247,104,142,136,90,196,91,4,meniique
308,290,112,135,122,93,221,102,4,meniique
369,330,119,131,121,92,230,104,4,meniique
428,354,123,140,124,105,241,116,4,meniique
196,199,128,214,307,284,291,130,4,meniique
188,188,114,175,301,302,258,104,4,meniique
165,177,106,173,298,306,253,99,4,meniique
111,159,102,219,300,322,189,82,4,meniique
100,146,101,238,297,314,157,66,4,meniique
75,295,113,148,177,168,217,94,4,meniique
67,294,115,156,194,176,188,88,4,meniique
61,284,111,151,207,161,164,72,4,meniique
55,151,86,155,203,151,152,72,4,meniique
54,140,87,158,203,146,153,78,4,meniique
38,107,62,116,113,88,139,71,4,meniique
31,95,66,122,111,82,123,57,4,meniique
30,68,65,110,107,78,107,53,4,meniique
31,67,63,97,119,76,142,62,4,meniique
32,83,58,91,101,65,152,67,4,meniique
43,60,70,135,121,128,200,79,4,meniique
41,61,71,129,124,127,202,77,4,meniique
42,58,70,116,108,87,224,87,4,meniique
39,64,62,92,106,82,223,85,4,meniique
202,176,90,252,177,85,230,135,4,meniique
193,156,92,253,185,101,251,131,4,meniique
199,147,84,256,190,113,259,137,4,meniique
193,137,85,306,236,117,253,126,4,meniique
186,139,83,300,222,112,241,112,4,meniique
183,125,75,282,217,148,182,100,4,meniique
44,59,64,178,161,176,130,62,4,meniique
45,62,62,178,153,167,114,57,4,meniique
46,61,60,172,147,171,131,62,4,meniique
45,73,65,171,160,176,139,62,4,meniique
46,74,64,229,186,183,143,64,4,meniique
50,74,66,248,232,151,134,67,4,meniique
44,65,69,106,181,372,217,109,4,meniique
43,56,71,160,199,366,214,98,4,meniique
40,55,59,183,263,435,178,79,4,meniique
42,56,57,196,280,431,163,78,4,meniique
47,58,66,214,280,439,157,83,4,meniique
41,55,64,244,278,345,133,66,4,meniique
56,88,143,320,393,595,154,74,4,meniique
64,90,146,332,416,607,185,84,4,meniique
64,84,116,304,407,603,193,87,4,meniique
75,102,142,356,371,602,208,95,4,meniique
76,99,150,376,375,498,213,95,4,meniique
51,127,129,227,270,166,175,97,4,meniique
49,129,125,213,258,120,172,106,4,meniique
48,141,152,204,238,103,176,98,4,meniique
45,183,182,189,224,82,178,106,4,meniique
51,256,206,238,244,113,201,102,4,meniique
44,64,120,248,283,277,85,49,4,meniique
42,59,115,230,256,257,77,41,4,meniique
40,63,119,249,253,241,73,37,4,meniique
41,67,122,276,239,234,76,37,4,meniique
37,65,130,259,226,204,74,32,4,meniique
39,58,72,141,180,216,126,84,4,meniique
44,60,72,136,216,326,158,94,4,meniique
47,60,78,128,233,363,151,99,4,meniique
47,65,80,141,244,364,156,105,4,meniique
50,61,83,156,261,396,170,108,4,meniique
56,72,104,184,263,431,171,95,4,meniique
41,63,140,293,339,384,115,58,4,meniique
42,71,157,279,356,392,115,57,4,meniique
42,72,159,284,350,371,110,57,4,meniique
43,73,137,314,352,368,103,54,4,meniique
39,64,128,309,308,273,86,41,4,meniique
38,64,129,314,252,225,77,48,4,meniique
53,61,117,315,206,217,112,72,4,meniique
44,65,102,257,279,434,116,66,4,meniique
43,60,96,231,291,398,101,59,4,meniique
51,72,106,214,271,409,107,61,4,meniique
56,80,117,226,318,450,122,67,4,meniique
56,75,141,277,341,445,124,69,4,meniique
65,87,149,289,395,470,144,78,4,meniique
76,99,151,313,440,564,177,95,4,meniique
37,80,125,206,204,192,101,49,4,meniique
37,80,124,199,213,203,102,47,4,meniique
38,80,120,249,238,211,100,47,4,meniique
48,63,100,262,204,251,120,52,4,meniique
48,65,114,256,190,257,120,49,4,meniique
42,65,110,250,198,287,116,47,4,meniique
44,63,110,256,211,273,118,49,4,meniique
45,62,93,236,206,281,108,50,4,meniique
36,67,96,228,218,301,79,47,4,meniique
36,73,81,229,227,398,87,52,4,meniique
59,108,174,423,426,353,105,61,4,meniique
60,114,181,424,436,293,100,66,4,meniique
56,101,157,429,393,255,97,64,4,meniique
63,97,157,422,377,174,90,67,4,meniique
61,91,150,368,357,171,98,68,4,meniique
40,79,106,319,273,279,120,114,4,meniique
48,90,108,319,286,360,107,114,4,meniique
54,89,114,289,299,401,117,120,4,meniique
58,113,115,289,292,406,119,121,4,meniique
60,125,117,245,310,422,125,124,4,meniique
74,128,150,274,359,456,135,93,4,meniique
78,132,157,343,461,511,161,97,4,meniique
111,73,152,360,397,382,119,76,4,meniique
113,97,170,340,346,278,87,61,4,meniique
114,100,175,342,346,240,64,50,4,meniique
114,93,175,330,327,210,109,51,4,meniique
95,98,188,328,298,134,124,49,4,meniique
85,97,156,346,277,148,136,53,4,meniique
65,101,169,286,309,467,137,74,4,meniique
61,99,181,363,375,495,162,71,4,meniique
59,111,174,399,389,453,169,77,4,meniique
71,113,135,452,418,523,200,93,4,meniique
190,113,142,339,380,324,90,62,4,meniique
194,132,144,343,363,236,86,64,4,meniique
184,129,147,291,347,218,62,57,4,meniique
200,142,166,262,326,229,62,63,4,meniique
292,139,161,266,290,199,63,72,4,meniique
275,131,148,280,295,267,72,67,4,meniique
272,116,152,309,319,283,85,71,4,meniique
103,115,126,318,439,471,115,62,4,meniique
101,92,139,353,476,555,129,63,4,meniique
105,87,146,392,512,570,136,65,4,meniique
99,86,151,433,528,561,145,70,4,meniique
93,76,195,467,490,554,142,69,4,meniique
99,81,195,458,439,482,133,67,4,meniique
128,113,136,373,248,297,92,55,4,meniique
121,95,128,359,221,310,88,55,4,meniique
102,96,90,258,225,341,89,52,4,meniique
78,100,104,259,294,375,85,47,4,meniique
60,82,113,253,285,329,79,45,4,meniique
50,82,111,277,414,412,108,58,4,meniique
69,120,259,327,383,380,128,64,4,meniique
65,118,238,316,391,365,119,61,4,meniique
65,115,244,345,382,379,121,63,4,meniique
66,114,210,386,447,339,108,58,4,meniique
56,93,206,417,429,324,106,59,4,meniique
64,119,184,350,454,491,151,89,4,meniique
57,114,171,338,450,459,142,76,4,meniique
51,86,163,283,306,132,120,51,4,meniique
53,87,168,287,301,151,134,61,4,meniique
52,75,148,307,277,173,157,69,4,meniique
45,70,122,322,277,279,88,45,4,meniique
50,73,126,287,266,211,97,48,4,meniique
48,66,128,236,238,205,95,47,4,meniique
50,64,134,258,219,195,90,48,4,meniique
49,63,131,298,285,208,91,50,4,meniique
48,70,110,276,279,320,92,51,4,meniique
52,76,126,264,275,316,91,49,4,meniique
49,76,139,291,290,317,87,42,4,meniique
52,86,137,244,275,231,79,41,4,meniique
51,85,133,266,235,263,74,47,4,meniique
45,76,123,257,220,244,67,44,4,meniique
49,78,103,300,282,376,114,47,4,meniique
50,67,93,297,306,408,133,55,4,meniique
44,64,94,311,328,409,131,56,4,meniique
39,71,90,350,392,411,131,56,4,meniique
54,76,89,326,421,479,161,76,4,meniique
56,79,87,284,414,453,153,77,4,meniique
51,91,88,231,377,681,199,94,4,meniique
60,87,91,248,378,619,190,97,4,meniique
72,95,104,243,358,531,176,98,4,meniique
193,121,135,286,360,608,289,164,4,meniique
165,129,154,301,345,589,270,159,4,meniique
91,135,140,310,342,556,249,117,4,meniique
82,123,127,279,322,548,243,105,4,meniique
73,134,126,284,307,466,217,85,4,meniique
66,120,117,225,250,454,197,70,4,meniique
219,123,160,296,316,491,195,136,4,meniique
214,95,135,291,290,451,184,147,4,meniique
223,110,123,283,291,426,189,179,4,meniique
238,109,125,287,308,479,198,194,4,meniique
152,104,109,200,228,429,237,198,4,meniique
142,104,105,185,259,457,251,203,4,meniique
99,113,110,155,270,560,248,135,4,meniique
108,95,93,169,271,562,203,111,4,meniique
97,92,88,210,279,567,205,106,4,meniique
88,88,87,208,261,468,171,79,4,meniique
86,87,85,246,279,408,143,71,4,meniique
80,87,86,248,270,363,134,70,4,meniique
193,111,108,170,182,275,111,109,4,meniique
165,129,148,154,201,309,126,105,4,meniique
167,111,144,133,204,298,122,102,4,meniique
228,132,150,220,264,365,140,105,4,meniique
267,143,162,235,263,331,120,102,4,meniique
149,72,85,113,170,259,99,59,4,meniique
141,72,86,119,184,218,92,50,4,meniique
180,78,83,120,199,215,95,52,4,meniique
180,99,105,127,220,273,103,49,4,meniique
184,99,105,134,206,265,100,49,4,meniique
136,111,112,106,143,298,78,50,4,meniique
128,101,89,111,137,296,71,46,4,meniique
133,87,91,117,150,297,75,47,4,meniique
126,97,92,135,140,246,70,41,4,meniique
104,89,93,140,147,238,71,37,4,meniique
118,100,95,153,145,203,65,34,4,meniique
31,31,48,90,335,134,40,135,5,abrirMano
29,30,43,91,329,142,39,78,5,abrirMano
29,31,45,94,368,140,45,67,5,abrirMano
34,29,48,115,282,193,50,83,5,abrirMano
31,34,52,106,305,196,50,60,5,abrirMano
34,36,51,101,293,166,48,131,5,abrirMano
42,25,33,86,281,134,36,140,5,abrirMano
41,24,33,88,297,127,46,137,5,abrirMano
44,26,35,91,250,109,44,135,5,abrirMano
44,25,35,95,246,118,47,138,5,abrirMano
36,33,55,107,313,193,39,114,5,abrirMano
34,31,50,111,344,196,38,114,5,abrirMano
34,33,55,93,316,197,39,120,5,abrirMano
38,33,57,102,255,198,41,123,5,abrirMano
41,34,50,86,336,187,42,142,5,abrirMano
38,35,51,91,339,167,39,75,5,abrirMano
39,35,49,88,316,136,40,136,5,abrirMano
36,33,47,85,274,130,38,131,5,abrirMano
43,29,51,87,290,153,38,64,5,abrirMano
35,32,56,93,305,166,42,117,5,abrirMano
36,33,54,94,293,176,47,120,5,abrirMano
34,31,45,75,239,164,43,124,5,abrirMano
33,35,46,82,254,124,35,122,5,abrirMano
33,33,45,83,239,150,39,124,5,abrirMano
33,35,47,91,309,171,42,125,5,abrirMano
28,36,54,111,315,180,42,126,5,abrirMano
31,36,56,110,313,192,47,65,5,abrirMano
34,26,42,96,312,153,35,143,5,abrirMano
37,32,45,98,312,127,36,143,5,abrirMano
34,32,47,96,292,117,35,144,5,abrirMano
35,30,45,99,296,116,33,144,5,abrirMano
36,43,58,110,351,192,49,134,5,abrirMano
39,41,52,111,317,194,47,135,5,abrirMano
39,37,46,110,322,178,45,136,5,abrirMano
37,35,63,66,221,151,37,125,5,abrirMano
39,36,65,71,218,145,37,126,5,abrirMano
30,39,66,86,240,151,37,62,5,abrirMano
31,37,64,90,284,162,42,58,5,abrirMano
37,26,44,94,343,157,41,55,5,abrirMano
38,26,45,107,386,169,42,123,5,abrirMano
38,28,48,109,423,166,46,126,5,abrirMano
37,28,48,102,399,127,39,131,5,abrirMano
58,46,51,76,295,112,40,119,5,abrirMano
59,46,52,95,353,156,47,120,5,abrirMano
60,47,55,94,353,149,42,135,5,abrirMano
56,47,54,95,374,183,46,131,5,abrirMano
44,35,47,97,346,186,45,131,5,abrirMano
371,43,43,62,202,120,63,222,5,abrirMano
309,41,44,63,197,125,63,224,5,abrirMano
344,47,49,70,224,131,66,213,5,abrirMano
251,36,38,56,303,168,54,148,5,abrirMano
253,35,33,51,255,121,47,147,5,abrirMano
289,38,36,48,223,110,44,122,5,abrirMano
311,41,39,48,200,110,45,157,5,abrirMano
259,37,39,49,210,105,50,172,5,abrirMano
245,37,40,50,205,95,51,168,5,abrirMano
237,31,33,44,261,89,45,127,5,abrirMano
245,29,30,43,247,99,49,172,5,abrirMano
238,32,34,44,260,98,48,160,5,abrirMano
291,38,36,47,261,98,47,164,5,abrirMano
259,33,38,42,199,107,55,195,5,abrirMano
261,32,40,39,178,95,54,187,5,abrirMano
294,33,40,41,201,91,49,154,5,abrirMano
277,32,40,41,206,84,49,197,5,abrirMano
239,35,43,40,185,90,45,144,5,abrirMano
190,30,39,38,169,89,51,165,5,abrirMano
185,30,36,32,159,101,51,149,5,abrirMano
261,34,40,34,153,101,52,205,5,abrirMano
255,34,36,34,150,95,48,202,5,abrirMano
244,33,42,42,210,76,40,195,5,abrirMano
205,31,40,45,208,81,50,192,5,abrirMano
222,30,40,42,188,81,53,180,5,abrirMano
263,32,43,44,217,85,54,182,5,abrirMano
259,32,43,43,204,83,55,175,5,abrirMano
296,34,35,28,179,67,43,193,5,abrirMano
308,36,35,37,193,69,41,219,5,abrirMano
258,34,34,48,197,80,42,205,5,abrirMano
299,38,33,47,178,78,38,171,5,abrirMano
299,37,36,49,203,77,40,205,5,abrirMano
259,36,47,36,198,82,50,213,5,abrirMano
270,35,47,38,170,66,51,213,5,abrirMano
274,32,45,43,205,67,54,231,5,abrirMano
256,33,43,45,210,69,58,239,5,abrirMano
233,30,41,42,197,62,45,212,5,abrirMano
247,35,45,35,165,51,44,215,5,abrirMano
224,33,49,37,161,56,41,183,5,abrirMano
332,33,45,35,176,55,39,188,5,abrirMano
334,32,44,39,174,57,42,200,5,abrirMano
283,34,40,48,170,81,50,231,5,abrirMano
308,36,38,45,167,84,47,247,5,abrirMano
316,38,38,43,170,83,53,209,5,abrirMano
269,37,39,42,167,80,55,220,5,abrirMano
251,40,51,49,180,85,43,153,5,abrirMano
256,43,51,55,221,85,44,166,5,abrirMano
263,40,48,52,204,85,47,170,5,abrirMano
261,41,50,50,206,79,47,163,5,abrirMano
266,38,46,52,242,94,46,144,5,abrirMano
306,33,41,34,198,64,48,217,5,abrirMano
376,36,37,35,205,70,46,245,5,abrirMano
390,37,40,33,198,66,50,263,5,abrirMano
300,33,42,32,177,70,48,242,5,abrirMano
166,34,30,45,103,105,62,190,5,abrirMano
170,32,28,42,97,98,61,186,5,abrirMano
197,32,30,46,114,104,64,217,5,abrirMano
156,32,33,54,135,120,62,164,5,abrirMano
220,41,40,53,205,132,66,141,5,abrirMano
221,45,47,68,221,165,78,175,5,abrirMano
193,44,47,68,193,160,79,168,5,abrirMano
252,46,52,79,330,166,86,261,5,abrirMano
240,45,50,83,328,168,90,259,5,abrirMano
204,37,39,46,260,108,56,175,5,abrirMano
205,37,39,44,262,107,52,177,5,abrirMano
149,32,31,41,190,101,52,210,5,abrirMano
150,33,32,45,208,128,52,167,5,abrirMano
150,30,29,46,213,128,49,170,5,abrirMano
69,27,28,35,134,75,51,188,5,abrirMano
144,27,30,34,137,74,49,251,5,abrirMano
159,28,32,34,128,73,39,222,5,abrirMano
162,27,30,33,125,66,40,241,5,abrirMano
162,27,30,32,141,64,38,224,5,abrirMano
289,38,27,40,201,103,58,244,5,abrirMano
246,32,26,44,202,107,55,220,5,abrirMano
241,32,27,43,200,100,52,235,5,abrirMano
238,36,28,41,163,100,59,267,5,abrirMano
239,30,29,34,165,85,46,233,5,abrirMano
262,33,31,36,185,76,38,192,5,abrirMano
223,31,31,40,173,86,38,178,5,abrirMano
177,29,31,37,147,71,36,171,5,abrirMano
174,28,28,31,134,74,36,191,5,abrirMano
144,27,28,29,129,70,38,180,5,abrirMano
146,29,28,28,133,69,38,156,5,abrirMano
153,29,26,30,141,67,37,178,5,abrirMano
261,36,29,30,141,60,41,196,5,abrirMano
192,24,30,26,108,56,47,190,5,abrirMano
192,26,37,35,134,91,48,199,5,abrirMano
196,26,37,34,125,96,50,189,5,abrirMano
274,35,37,37,141,110,59,252,5,abrirMano
280,36,39,37,152,115,59,255,5,abrirMano
232,29,26,31,131,80,49,198,5,abrirMano
281,34,28,30,131,81,50,198,5,abrirMano
224,33,27,27,133,76,42,168,5,abrirMano
249,32,26,30,125,82,42,177,5,abrirMano
250,32,27,30,89,82,41,178,5,abrirMano
278,35,26,29,90,70,40,206,5,abrirMano
219,32,29,31,154,78,45,221,5,abrirMano
267,36,31,33,155,72,43,234,5,abrirMano
232,34,32,31,135,68,44,264,5,abrirMano
231,33,33,32,135,78,42,261,5,abrirMano
228,32,33,30,112,71,36,217,5,abrirMano
218,32,35,28,98,55,39,180,5,abrirMano
217,33,36,30,80,62,41,173,5,abrirMano
269,34,34,29,75,60,44,177,5,abrirMano
220,34,34,30,102,62,47,189,5,abrirMano
232,32,30,26,98,59,44,182,5,abrirMano
194,29,28,34,125,72,48,163,5,abrirMano
211,30,29,33,127,82,50,191,5,abrirMano
241,34,29,32,127,76,47,189,5,abrirMano
231,33,29,31,115,72,42,172,5,abrirMano
232,32,30,30,121,80,42,152,5,abrirMano
192,29,32,27,119,69,46,179,5,abrirMano
180,28,28,25,122,59,49,190,5,abrirMano
253,30,29,27,139,60,51,198,5,abrirMano
224,28,29,30,116,52,39,185,5,abrirMano
221,32,26,31,105,54,41,191,5,abrirMano
32,26,40,73,324,116,62,56,5,abrirMano
31,26,39,79,349,125,61,47,5,abrirMano
29,28,41,91,352,131,60,42,5,abrirMano
29,34,49,103,442,149,67,41,5,abrirMano
27,39,54,118,552,187,72,38,5,abrirMano
27,40,62,205,628,188,72,37,5,abrirMano
28,44,90,292,669,190,73,35,5,abrirMano
64,46,63,112,455,248,110,144,5,abrirMano
173,54,71,149,682,374,140,361,5,abrirMano
187,60,76,154,703,392,143,388,5,abrirMano
159,59,75,149,705,370,141,308,5,abrirMano
185,81,80,149,595,340,137,351,5,abrirMano
176,87,91,170,671,322,139,350,5,abrirMano
100,59,61,125,606,364,116,225,5,abrirMano
89,61,65,127,675,356,114,252,5,abrirMano
87,61,65,125,669,329,112,262,5,abrirMano
94,60,67,131,686,346,113,296,5,abrirMano
101,57,68,135,625,365,113,285,5,abrirMano
104,31,36,60,384,223,81,230,5,abrirMano
68,27,36,65,355,254,78,171,5,abrirMano
68,30,40,77,394,280,87,239,5,abrirMano
79,28,37,76,366,293,94,246,5,abrirMano
80,28,40,76,361,293,86,236,5,abrirMano
62,39,47,88,412,239,91,139,5,abrirMano
62,38,48,94,440,243,94,165,5,abrirMano
68,39,46,99,462,238,89,152,5,abrirMano
104,59,70,113,455,242,106,219,5,abrirMano
103,58,73,114,468,230,107,220,5,abrirMano
70,51,64,94,360,263,92,201,5,abrirMano
87,46,59,92,398,259,87,260,5,abrirMano
59,33,37,64,318,269,97,267,5,abrirMano
60,35,36,64,340,284,93,251,5,abrirMano
61,35,36,71,393,257,82,205,5,abrirMano
50,30,37,72,388,242,83,191,5,abrirMano
50,28,32,63,348,226,69,189,5,abrirMano
83,38,45,83,323,211,95,198,5,abrirMano
78,38,45,84,314,231,94,179,5,abrirMano
67,34,45,82,329,248,90,154,5,abrirMano
60,34,43,82,335,244,89,137,5,abrirMano
