(56, 88, 172, 700, 373, 89, 52, 51)
(60, 89, 169, 659, 388, 92, 57, 55)
(57, 82, 161, 653, 436, 86, 55, 52)
(53, 78, 149, 692, 410, 73, 49, 49)
(52, 82, 147, 644, 378, 71, 49, 46)
(55, 88, 147, 577, 382, 70, 50, 47)
(45, 74, 123, 577, 324, 55, 39, 36)
(47, 78, 119, 557, 227, 47, 39, 36)
(44, 77, 114, 455, 210, 52, 39, 36)
(46, 77, 111, 413, 203, 50, 38, 35)
(37, 59, 93, 410, 148, 41, 31, 31)
(36, 58, 79, 348, 138, 43, 30, 31)
(35, 54, 68, 307, 125, 43, 26, 30)
(34, 49, 60, 262, 103, 40, 26, 30)
(30, 38, 49, 193, 87, 38, 25, 28)
(29, 36, 43, 129, 72, 43, 22, 25)
(31, 36, 44, 100, 63, 44, 23, 25)
(30, 44, 43, 83, 53, 45, 23, 24)
(33, 44, 44, 77, 57, 48, 32, 24)
(35, 46, 41, 66, 54, 48, 45, 23)
(42, 44, 43, 51, 48, 51, 58, 30)
(50, 43, 40, 49, 51, 52, 60, 34)
(84, 38, 40, 40, 50, 66, 64, 57)
(120, 41, 42, 32, 37, 73, 74, 61)
(161, 56, 46, 33, 39, 89, 73, 68)
(171, 75, 47, 46, 37, 85, 81, 86)
(181, 83, 48, 76, 36, 115, 88, 87)
(195, 88, 103, 84, 44, 111, 88, 102)
(186, 90, 115, 83, 45, 111, 85, 105)
(196, 86, 115, 84, 48, 108, 94, 120)
(216, 73, 116, 80, 50, 116, 92, 117)
(245, 71, 123, 60, 47, 90, 95, 128)
(283, 71, 111, 108, 43, 99, 101, 136)
(303, 70, 108, 128, 46, 100, 98, 143)
(295, 66, 111, 134, 56, 111, 99, 156)
(334, 75, 115, 145, 59, 120, 134, 202)
(387, 78, 112, 144, 69, 127, 137, 205)
(408, 95, 177, 133, 82, 135, 143, 232)
(431, 103, 193, 119, 85, 136, 146, 256)
(464, 106, 203, 118, 93, 128, 151, 277)
(473, 104, 203, 109, 102, 117, 130, 317)
(481, 103, 206, 114, 154, 121, 140, 327)
(483, 88, 145, 143, 157, 120, 147, 356)
(471, 98, 123, 145, 159, 140, 163, 379)
(542, 97, 106, 143, 170, 140, 159, 385)
(516, 98, 105, 143, 169, 143, 173, 381)
(472, 99, 101, 161, 170, 195, 169, 385)
(437, 110, 149, 174, 397, 225, 177, 336)
(417, 105, 167, 208, 525, 238, 162, 334)
(258, 111, 189, 238, 541, 261, 161, 328)
(242, 114, 193, 253, 651, 282, 154, 269)
(212, 120, 214, 290, 679, 272, 147, 245)
(183, 119, 209, 325, 647, 282, 130, 240)
(165, 123, 225, 321, 583, 270, 132, 171)
(153, 131, 289, 375, 621, 256, 124, 101)
(124, 131, 300, 418, 569, 234, 95, 86)
(89, 150, 394, 512, 583, 203, 95, 75)
(69, 146, 384, 538, 553, 147, 79, 67)
(62, 137, 393, 565, 553, 132, 75, 58)
(50, 125, 360, 544, 505, 121, 77, 46)
(47, 124, 377, 563, 445, 113, 76, 33)
(47, 95, 318, 474, 398, 111, 73, 34)
(40, 93, 335, 449, 335, 107, 70, 34)
(49, 101, 349, 418, 298, 117, 67, 39)
(53, 100, 350, 413, 306, 132, 67, 40)
(53, 98, 344, 362, 294, 132, 66, 41)
(52, 99, 352, 405, 265, 138, 55, 37)
(49, 92, 343, 391, 295, 144, 63, 37)
(42, 85, 310, 387, 286, 136, 57, 36)
(43, 94, 314, 377, 318, 114, 55, 41)
(42, 96, 299, 407, 372, 116, 57, 40)
(46, 98, 254, 350, 460, 114, 62, 46)
(48, 104, 264, 360, 483, 121, 59, 47)
(49, 104, 262, 361, 490, 126, 56, 44)
(47, 100, 266, 394, 471, 145, 55, 44)
(60, 109, 301, 372, 467, 145, 55, 57)
(60, 123, 348, 412, 451, 154, 73, 56)
(62, 131, 341, 405, 438, 160, 75, 58)
(61, 143, 377, 410, 431, 165, 80, 60)
(63, 165, 414, 417, 428, 156, 82, 59)
(58, 167, 406, 460, 401, 162, 83, 51)
(55, 162, 398, 447, 343, 153, 81, 51)
(54, 166, 398, 463, 320, 137, 78, 55)
(55, 163, 416, 471, 341, 127, 73, 57)
(52, 140, 414, 448, 327, 138, 69, 54)
(48, 136, 420, 453, 370, 125, 65, 52)
(54, 131, 412, 479, 378, 121, 45, 53)
(62, 163, 477, 474, 364, 116, 44, 51)
(61, 158, 443, 488, 342, 105, 45, 48)
(64, 165, 412, 483, 353, 72, 44, 50)
(63, 164, 419, 443, 340, 87, 42, 49)
(60, 168, 430, 453, 343, 99, 59, 46)
(58, 176, 534, 540, 382, 117, 66, 49)
(60, 178, 550, 537, 385, 123, 69, 48)
(56, 179, 565, 577, 400, 129, 69, 45)
(55, 180, 582, 595, 370, 126, 71, 45)
(60, 184, 580, 560, 378, 122, 73, 46)
(51, 134, 453, 474, 347, 117, 69, 37)
(48, 126, 435, 538, 360, 124, 69, 34)
(48, 122, 452, 566, 328, 122, 70, 37)
(47, 120, 443, 626, 396, 135, 92, 39)
(40, 108, 438, 685, 362, 130, 79, 37)
(47, 115, 430, 677, 374, 122, 84, 43)
(48, 116, 440, 679, 393, 112, 84, 45)
(49, 113, 395, 627, 405, 120, 86, 47)
(49, 120, 388, 653, 364, 110, 70, 43)
(47, 117, 391, 658, 366, 114, 77, 45)
(39, 118, 399, 701, 410, 108, 68, 41)
(41, 134, 479, 677, 409, 110, 64, 39)
(47, 149, 501, 698, 393, 110, 60, 35)
(47, 145, 495, 620, 379, 106, 52, 38)
(48, 148, 483, 537, 378, 105, 70, 40)
(48, 145, 481, 537, 310, 107, 72, 38)
(47, 129, 381, 501, 346, 108, 72, 40)
(40, 112, 381, 470, 367, 94, 71, 40)
(44, 106, 357, 449, 369, 102, 79, 42)
(45, 103, 363, 513, 372, 101, 55, 37)
(47, 102, 330, 492, 383, 106, 54, 39)
(47, 103, 324, 515, 376, 111, 66, 37)
(52, 113, 347, 525, 373, 119, 68, 41)
(50, 114, 349, 528, 372, 108, 59, 40)
(49, 112, 328, 472, 375, 100, 61, 40)
(46, 112, 323, 412, 383, 103, 58, 38)
(47, 111, 320, 347, 325, 91, 64, 37)
(46, 100, 249, 304, 309, 96, 69, 35)
(44, 99, 243, 241, 287, 94, 68, 32)
(42, 109, 259, 245, 250, 97, 68, 29)
(42, 108, 264, 261, 226, 89, 70, 33)
(43, 120, 262, 300, 227, 85, 53, 33)
(40, 131, 270, 332, 225, 73, 59, 34)
(41, 135, 248, 336, 231, 70, 60, 33)
(42, 137, 251, 327, 259, 77, 61, 34)
(42, 148, 261, 301, 239, 72, 58, 31)
(41, 145, 285, 252, 226, 76, 59, 33)
(40, 166, 307, 241, 212, 74, 44, 30)
(43, 173, 326, 252, 215, 71, 41, 32)
(43, 183, 319, 230, 189, 66, 48, 31)
(42, 178, 304, 249, 195, 67, 49, 30)
(41, 177, 290, 253, 233, 62, 46, 28)
(37, 150, 273, 210, 229, 59, 45, 27)
(36, 142, 258, 180, 205, 60, 47, 32)
(43, 121, 259, 190, 195, 49, 52, 36)
(43, 128, 261, 173, 191, 43, 54, 35)
(47, 127, 251, 174, 190, 44, 54, 40)
(48, 151, 246, 182, 196, 40, 54, 41)
(47, 145, 246, 183, 212, 42, 52, 35)
(41, 150, 238, 155, 216, 43, 36, 34)
(41, 146, 274, 148, 206, 46, 30, 38)
(35, 141, 268, 158, 225, 61, 38, 33)
(33, 108, 243, 172, 226, 64, 37, 33)
(33, 116, 236, 160, 218, 64, 57, 34)
(33, 102, 207, 163, 228, 63, 58, 34)
(39, 120, 144, 158, 240, 60, 57, 32)
(49, 131, 166, 163, 187, 44, 54, 39)
(48, 132, 180, 148, 176, 54, 57, 37)
(45, 121, 167, 150, 173, 50, 39, 36)
(47, 124, 171, 156, 155, 59, 40, 34)
(52, 93, 159, 207, 180, 63, 60, 47)
(46, 80, 138, 193, 157, 63, 59, 44)
(47, 85, 110, 184, 162, 55, 59, 45)
(49, 88, 134, 188, 192, 66, 63, 45)
(48, 82, 129, 183, 191, 59, 63, 44)
(36, 79, 125, 117, 160, 58, 45, 31)
(35, 71, 123, 100, 204, 57, 45, 30)
(35, 54, 111, 105, 239, 53, 40, 32)
(34, 50, 82, 107, 233, 40, 30, 32)
(35, 55, 81, 105, 240, 39, 28, 33)
(41, 57, 87, 110, 232, 36, 27, 36)
(44, 63, 83, 110, 193, 36, 28, 35)
(44, 65, 77, 98, 144, 35, 28, 34)
(47, 80, 106, 94, 155, 37, 28, 37)
(46, 81, 110, 90, 191, 39, 27, 37)
(39, 77, 102, 83, 200, 48, 29, 40)
(35, 77, 109, 118, 222, 55, 28, 38)
(33, 76, 112, 149, 241, 62, 27, 38)
(38, 64, 89, 165, 220, 73, 29, 36)
(36, 62, 87, 194, 197, 77, 32, 36)
(46, 73, 98, 221, 201, 75, 31, 35)
(49, 73, 96, 210, 189, 74, 31, 36)
(53, 79, 102, 211, 187, 89, 33, 36)
(52, 78, 113, 245, 191, 93, 34, 36)
(55, 81, 122, 322, 215, 92, 37, 37)
(55, 85, 125, 403, 221, 119, 56, 39)
(54, 88, 128, 423, 218, 121, 56, 39)
(59, 92, 138, 435, 230, 128, 61, 44)
(59, 91, 130, 431, 245, 124, 63, 44)
(66, 100, 133, 422, 274, 131, 65, 50)
(64, 94, 126, 383, 304, 109, 96, 54)
(68, 91, 121, 387, 312, 111, 105, 59)
(74, 94, 114, 437, 319, 110, 104, 137)
(74, 92, 110, 434, 306, 113, 106, 143)
(73, 77, 90, 385, 250, 110, 129, 158)
(76, 76, 87, 335, 193, 123, 101, 158)
(77, 77, 87, 307, 167, 120, 98, 158)
(67, 63, 66, 188, 102, 101, 128, 102)
(84, 65, 77, 138, 76, 99, 126, 97)
(194, 73, 84, 119, 100, 96, 107, 136)
(242, 76, 89, 101, 115, 105, 131, 229)
(293, 99, 116, 109, 122, 113, 146, 305)
(304, 103, 132, 110, 125, 121, 130, 311)
(316, 104, 126, 112, 155, 116, 137, 319)
(266, 100, 124, 113, 142, 131, 172, 304)
(278, 98, 119, 114, 129, 120, 168, 286)
(240, 73, 91, 95, 134, 129, 167, 218)
(268, 68, 72, 83, 126, 135, 195, 302)
(256, 63, 72, 78, 95, 138, 190, 319)
(266, 64, 99, 83, 117, 137, 164, 338)
(244, 58, 101, 89, 143, 135, 159, 391)
(272, 61, 106, 74, 179, 137, 149, 391)
(283, 64, 105, 69, 189, 139, 135, 359)
(327, 76, 110, 76, 192, 171, 137, 441)
(325, 79, 117, 95, 194, 161, 127, 430)
(313, 85, 125, 94, 194, 162, 121, 364)
(284, 78, 118, 94, 156, 165, 122, 367)
(246, 73, 114, 95, 143, 161, 92, 345)
(180, 62, 121, 102, 144, 131, 111, 204)
(183, 52, 87, 75, 166, 136, 125, 212)
(218, 48, 70, 68, 151, 140, 175, 213)
(223, 48, 72, 70, 146, 117, 188, 206)
(216, 52, 73, 77, 150, 110, 186, 203)
(220, 54, 54, 62, 147, 113, 185, 240)
(223, 53, 47, 60, 108, 111, 182, 227)
(172, 49, 49, 61, 153, 97, 137, 212)
(186, 47, 51, 72, 161, 105, 117, 242)
(185, 44, 51, 76, 160, 107, 112, 239)
(197, 38, 51, 75, 158, 107, 96, 204)
(191, 39, 53, 73, 152, 106, 94, 196)
(196, 38, 54, 74, 108, 124, 109, 195)
(187, 39, 46, 61, 95, 126, 137, 144)
(191, 38, 43, 45, 109, 128, 147, 152)
(174, 40, 52, 60, 104, 122, 149, 145)
