54,52,155,336,91,225,185,54,8
56,52,162,390,97,228,194,57,8
57,53,170,394,103,195,198,57,8
56,58,177,374,107,175,221,62,8
67,53,176,376,101,188,233,62,8
59,50,172,461,119,199,207,64,8
62,63,223,448,112,198,202,64,8
59,63,228,434,120,204,221,65,8
60,60,225,434,121,194,209,72,8
51,63,227,411,119,186,195,78,8
55,62,225,303,99,157,188,74,8
53,51,201,346,101,172,195,71,8
55,54,202,359,81,165,175,71,8
59,53,209,380,87,205,167,59,8
67,55,221,409,89,191,169,43,8
64,58,216,398,86,189,162,41,8
66,62,189,368,76,192,166,43,8
67,62,182,385,93,181,153,45,8
81,62,177,356,91,135,144,68,8
71,58,155,330,103,155,153,69,8
73,55,159,341,104,184,162,71,8
72,54,190,285,118,185,173,71,8
73,50,180,244,121,188,168,73,8
58,50,182,242,115,207,178,55,8
58,50,184,294,106,200,167,57,8
56,54,214,330,122,189,165,57,8
55,51,198,330,113,193,140,59,8
59,49,196,340,105,199,143,60,8
52,44,184,352,108,205,132,59,8
50,44,182,310,105,201,137,55,8
50,43,158,260,89,213,157,53,8
56,41,144,296,91,227,164,52,8
47,44,155,282,82,223,155,53,8
56,51,199,274,88,227,170,54,8
57,56,230,305,106,228,168,58,8
58,57,232,336,108,206,145,60,8
51,59,241,319,101,170,154,69,8
51,57,233,329,111,164,160,65,8
55,53,217,388,140,123,149,66,8
58,46,193,389,136,127,142,70,8
59,48,192,395,147,145,160,82,8
74,52,181,391,156,173,138,79,8
79,55,207,380,155,210,148,78,8
71,56,195,317,123,223,141,79,8
70,59,181,304,116,241,151,85,8
77,58,173,237,111,243,145,77,8
65,56,179,246,112,225,150,73,8
60,57,185,310,104,197,145,72,8
60,59,194,329,105,193,141,84,8
63,59,199,358,102,166,143,72,8
49,56,188,372,101,151,127,66,8
49,53,180,417,101,148,134,65,8
49,48,143,373,97,137,124,67,8
51,42,135,356,104,127,150,86,8
55,49,149,304,104,134,151,94,8
59,58,155,289,93,168,178,95,8
60,71,185,223,96,169,168,94,8
63,81,205,246,107,182,167,92,8
64,83,196,305,118,203,167,70,8
