104,48,77,285,373,121,90,107,4
102,45,82,255,290,116,93,107,4
104,46,82,269,298,105,78,117,4
98,43,83,267,269,89,81,121,4
91,38,79,277,279,82,109,150,4
86,39,75,244,195,72,96,132,4
86,41,67,264,196,77,100,136,4
94,46,77,232,169,77,98,144,4
95,51,80,283,211,81,96,146,4
88,51,80,292,227,89,82,130,4
89,50,83,275,243,87,86,200,4
91,46,79,273,233,82,83,204,4
86,42,79,311,243,81,83,204,4
92,37,76,287,215,71,112,218,4
88,40,78,276,183,57,107,212,4
100,39,78,303,170,70,108,230,4
99,44,93,312,182,71,106,229,4
104,45,85,285,191,73,137,223,4
99,50,87,316,225,77,115,210,4
103,50,91,328,243,79,113,213,4
93,54,96,321,252,66,112,135,4
120,51,82,332,284,77,161,254,4
125,50,78,319,279,74,138,258,4
129,45,74,269,264,75,140,269,4
132,43,68,274,254,71,148,293,4
136,42,59,266,246,69,168,334,4
135,52,69,250,235,63,133,274,4
151,56,75,265,256,72,159,281,4
147,60,80,316,278,77,156,276,4
139,63,89,348,303,88,144,264,4
147,67,101,358,307,101,125,221,4
136,60,98,349,291,101,146,287,4
128,67,112,416,332,131,144,333,4
131,63,109,387,329,139,166,340,4
170,65,107,411,354,149,192,330,4
168,75,137,436,402,172,211,326,4
183,88,184,480,428,194,210,358,4
198,88,190,453,419,197,209,342,4
206,88,200,462,408,199,221,381,4
181,96,228,441,414,223,208,404,4
197,97,244,428,433,213,203,412,4
182,97,236,398,417,201,196,432,4
170,95,234,404,402,192,183,435,4
169,96,229,408,443,184,178,411,4
166,97,239,407,446,185,183,394,4
174,84,215,405,394,178,179,409,4
309,74,197,407,428,191,185,455,4
318,73,211,409,446,230,200,431,4
319,81,218,499,460,231,220,449,4
384,74,203,473,446,225,232,480,4
383,78,191,489,451,245,279,478,4
288,74,185,502,433,232,275,329,4
272,76,169,535,430,208,265,352,4
280,71,161,455,436,212,246,344,4
199,71,148,481,488,208,248,420,4
205,74,147,572,510,190,198,421,4
225,78,154,570,545,204,192,448,4
226,71,148,550,595,192,188,434,4
232,71,149,571,563,194,205,461,4
240,67,154,575,521,187,198,382,4
227,64,169,495,486,187,191,405,4
221,66,166,520,458,200,217,390,4
230,67,179,524,385,237,221,407,4
234,68,189,564,478,257,189,383,4
222,66,177,555,449,295,171,377,4
240,63,167,603,473,309,164,374,4
258,66,174,549,451,327,176,405,4
247,69,175,551,508,313,197,418,4
220,66,169,532,444,307,199,381,4
209,72,175,547,467,274,228,380,4
177,75,169,480,511,329,228,347,4
190,69,159,559,593,330,204,368,4
183,71,183,601,649,345,191,331,4
192,77,181,580,632,336,223,347,4
202,73,170,567,624,343,202,337,4
239,73,169,586,610,283,204,438,4
192,72,169,556,528,267,219,396,4
195,68,110,538,451,255,225,406,4
199,65,105,508,442,258,191,423,4
195,68,108,544,467,244,182,426,4
148,67,108,524,423,241,216,387,4
161,65,98,480,420,223,203,411,4
178,63,102,401,358,239,190,448,4
172,59,96,393,375,241,189,461,4
190,50,82,359,364,241,201,474,4
187,47,78,457,419,245,175,429,4
175,53,94,471,426,232,162,406,4
173,56,89,471,432,204,165,408,4
229,60,100,489,425,248,170,503,4
217,62,103,504,409,235,172,544,4
218,60,104,440,396,224,157,548,4
214,54,95,436,413,226,167,544,4
227,54,105,430,383,232,185,611,4
199,59,128,461,375,206,199,558,4
185,58,135,424,355,248,187,509,4
187,59,135,469,298,251,192,511,4
